-95, 74, -14, 4059, 41, 236, 28.90
-93, 75, -14, 4058, 28, 244, 28.90
-91, 79, -16, 4048, 29, 258, 28.91
-89, 77, -19, 4041, 40, 252, 28.89
-94, 72, -21, 4049, 49, 251, 28.89
-93, 73, -20, 4052, 35, 240, 28.91
-94, 79, -18, 4051, 29, 245, 28.93
-94, 73, -12, 4047, 33, 258, 28.91
-93, 70, -11, 4037, 28, 242, 28.89
-93, 76, -11, 4045, 34, 242, 28.90
-93, 77, -15, 4046, 37, 238, 28.91
-93, 79, -11, 4051, 34, 247, 28.91
-93, 78, -9, 4048, 41, 265, 28.92
-95, 81, -16, 4050, 43, 242, 28.91
-95, 74, -11, 4050, 37, 246, 28.92
-91, 71, -8, 4054, 36, 250, 28.91
-92, 76, -14, 4059, 34, 255, 28.90
-93, 76, -12, 4061, 33, 260, 28.90
-93, 76, -9, 4046, 29, 254, 28.91
-94, 79, -10, 4048, 33, 264, 28.91
-92, 84, -11, 4055, 19, 262, 28.93
-90, 78, -14, 4059, 27, 261, 28.92
-94, 76, -15, 4054, 36, 251, 28.93
-94, 76, -14, 4048, 47, 268, 28.92
-92, 75, -9, 4049, 52, 237, 28.92
-92, 81, -12, 4053, 39, 247, 28.94
-93, 78, -14, 4061, 33, 247, 28.93
-92, 79, -15, 4056, 36, 249, 28.93
-88, 70, -22, 4053, 34, 246, 28.92
-93, 73, -17, 4049, 35, 248, 28.90
-94, 73, -19, 4058, 31, 245, 28.91
-94, 70, -13, 4053, 31, 259, 28.90
-94, 73, -15, 4061, 40, 259, 28.91
-94, 74, -18, 4052, 40, 254, 28.93
-99, 76, -16, 4046, 43, 245, 28.93
-97, 76, -16, 4045, 40, 230, 28.93
-93, 75, -14, 4049, 32, 236, 28.91
-92, 71, -19, 4054, 35, 244, 28.92
-91, 77, -17, 4061, 44, 249, 28.91
-90, 76, -18, 4052, 48, 236, 28.89
-92, 79, -15, 4060, 34, 248, 28.91
-96, 75, -14, 4061, 34, 248, 28.92
-92, 76, -16, 4053, 31, 241, 28.92
-92, 78, -15, 4047, 28, 231, 28.92
-96, 80, -15, 4048, 36, 241, 28.91
-89, 81, -15, 4040, 33, 248, 28.90
-95, 82, -14, 4058, 25, 243, 28.90
-95, 81, -13, 4059, 35, 255, 28.91
-94, 80, -15, 4058, 40, 244, 28.90
-92, 77, -17, 4052, 46, 257, 28.89
-91, 80, -12, 4058, 39, 241, 28.92
-89, 77, -11, 4054, 44, 248, 28.93
-91, 81, -14, 4053, 37, 241, 28.90
-96, 80, -13, 4057, 33, 240, 28.89
-95, 79, -12, 4050, 28, 223, 28.88
-93, 77, -16, 4053, 26, 229, 28.89
-97, 80, -18, 4052, 28, 233, 28.91
-95, 77, -16, 4063, 31, 241, 28.89
-93, 79, -15, 4061, 38, 246, 28.89
-91, 79, -17, 4051, 44, 247, 28.89
-95, 76, -15, 4053, 34, 263, 28.90
-93, 81, -16, 4050, 42, 250, 28.90
-90, 76, -15, 4050, 43, 258, 28.92
-89, 78, -17, 4053, 44, 248, 28.90
-95, 76, -12, 4058, 45, 254, 28.91
-91, 76, -16, 4058, 51, 251, 28.90
-94, 74, -15, 4057, 43, 262, 28.89
-88, 74, -16, 4045, 36, 249, 28.89
-93, 76, -14, 4053, 36, 234, 28.89
-91, 75, -19, 4055, 35, 233, 28.90
-93, 73, -14, 4053, 33, 234, 28.89
-91, 76, -15, 4056, 30, 244, 28.91
-95, 82, -15, 4054, 42, 250, 28.92
-93, 76, -13, 4056, 41, 249, 28.92
-95, 75, -18, 4056, 40, 246, 28.93
-94, 77, -15, 4061, 47, 249, 28.92
-92, 84, -10, 4052, 40, 232, 28.90
-95, 76, -14, 4052, 34, 254, 28.90
-94, 74, -15, 4056, 33, 232, 28.91
-91, 78, -14, 4066, 33, 245, 28.90
-95, 79, -14, 4067, 34, 240, 28.89
-92, 82, -12, 4059, 36, 242, 28.92
-91, 77, -13, 4068, 27, 251, 28.94
-89, 79, -12, 4055, 41, 259, 28.92
-95, 75, -14, 4049, 41, 248, 28.90
-92, 76, -15, 4055, 39, 260, 28.93
-93, 73, -11, 4048, 29, 247, 28.91
-90, 76, -14, 4048, 35, 252, 28.90
-94, 78, -13, 4039, 37, 249, 28.91
-95, 81, -13, 4059, 37, 254, 28.89
-92, 79, -12, 4061, 35, 238, 28.89
-93, 75, -14, 4053, 34, 244, 28.90
-93, 70, -15, 4053, 35, 238, 28.91
-90, 77, -15, 4049, 39, 237, 28.92
-90, 77, -18, 4061, 39, 235, 28.91
-92, 73, -16, 4053, 34, 235, 28.90
-93, 77, -15, 4049, 41, 247, 28.91
-95, 74, -14, 4053, 45, 240, 28.90
-99, 75, -14, 4063, 31, 245, 28.90
-98, 76, -15, 4070, 30, 246, 28.91
-96, 75, -12, 4057, 39, 245, 28.92
-94, 76, -15, 4053, 36, 248, 28.92
-95, 77, -16, 4061, 31, 261, 28.90
-96, 79, -16, 4058, 37, 253, 28.91
-93, 78, -15, 4060, 43, 243, 28.90
-93, 80, -20, 4056, 42, 254, 28.88
-95, 78, -14, 4048, 40, 245, 28.90
-90, 71, -17, 4059, 29, 251, 28.90
-91, 79, -14, 4054, 27, 256, 28.89
-98, 81, -16, 4050, 39, 247, 28.89
-98, 81, -20, 4054, 28, 242, 28.89
-98, 86, -16, 4060, 35, 244, 28.91
-96, 81, -14, 4057, 44, 252, 28.88
-93, 80, -15, 4055, 35, 266, 28.89
-95, 81, -16, 4051, 35, 264, 28.93
-93, 77, -15, 4061, 44, 262, 28.94
-94, 75, -14, 4059, 36, 255, 28.93
-99, 75, -13, 4042, 35, 253, 28.91
-94, 76, -13, 4054, 44, 244, 28.90
-92, 75, -14, 4053, 40, 248, 28.92
-93, 75, -17, 4042, 31, 234, 28.92
-94, 79, -13, 4046, 40, 240, 28.90
-98, 79, -12, 4049, 37, 258, 28.89
-92, 77, -16, 4049, 36, 247, 28.90
-93, 76, -16, 4053, 34, 248, 28.89
-93, 74, -14, 4060, 31, 247, 28.88
-96, 76, -13, 4060, 33, 242, 28.89
-93, 76, -15, 4046, 23, 246, 28.89
-95, 76, -16, 4056, 37, 248, 28.89
-95, 78, -16, 4048, 43, 266, 28.90
-95, 78, -15, 4047, 33, 263, 28.92
-93, 80, -19, 4047, 41, 257, 28.92
-92, 78, -14, 4056, 35, 249, 28.90
-91, 75, -18, 4054, 34, 231, 28.89
-94, 72, -19, 4043, 39, 240, 28.90
-92, 70, -16, 4041, 31, 250, 28.89
-91, 74, -17, 4054, 34, 248, 28.90
-88, 74, -14, 4052, 28, 248, 28.89
-91, 73, -10, 4048, 30, 242, 28.89
-93, 76, -11, 4056, 33, 248, 28.91
-92, 71, -16, 4053, 41, 235, 28.92
-94, 76, -15, 4050, 48, 240, 28.91
-96, 76, -10, 4047, 36, 257, 28.90
-94, 72, -17, 4061, 34, 263, 28.91
-98, 80, -16, 4050, 32, 249, 28.91
-92, 73, -10, 4053, 29, 251, 28.89
-93, 77, -15, 4071, 32, 242, 28.89
-95, 82, -16, 4065, 36, 246, 28.90
-91, 75, -15, 4053, 34, 244, 28.90
-90, 79, -13, 4059, 35, 237, 28.90
-89, 81, -18, 4063, 33, 253, 28.90
-93, 76, -8, 4049, 28, 250, 28.90
-89, 80, -15, 4050, 33, 247, 28.89
-95, 77, -16, 4059, 34, 246, 28.91
-93, 72, -19, 4062, 31, 248, 28.92
-95, 76, -16, 4046, 39, 259, 28.91
-93, 79, -17, 4059, 38, 231, 28.92
-89, 78, -17, 4050, 43, 244, 28.91
-90, 76, -18, 4050, 36, 256, 28.91
-88, 76, -16, 4052, 43, 252, 28.91
-90, 76, -15, 4051, 30, 253, 28.92
-89, 73, -14, 4048, 33, 249, 28.89
-91, 71, -16, 4040, 33, 244, 28.91
-92, 74, -17, 4043, 25, 249, 28.92
-95, 70, -15, 4055, 32, 262, 28.92
-93, 71, -17, 4052, 32, 246, 28.91
-94, 75, -14, 4055, 29, 249, 28.92
-92, 77, -18, 4055, 26, 251, 28.93
-92, 74, -17, 4041, 36, 249, 28.94
-87, 69, -18, 4045, 22, 248, 28.89
-89, 69, -17, 4047, 30, 252, 28.93
-93, 74, -17, 4054, 44, 260, 28.92
-90, 80, -19, 4052, 36, 260, 28.90
-93, 78, -17, 4052, 41, 258, 28.90
-92, 76, -13, 4045, 32, 253, 28.91
-91, 79, -14, 4048, 28, 253, 28.89
-93, 78, -22, 4043, 41, 246, 28.91
-93, 76, -20, 4045, 34, 248, 28.89
-93, 77, -18, 4052, 38, 256, 28.89
-96, 78, -13, 4050, 33, 240, 28.90
-94, 82, -15, 4056, 40, 260, 28.90
-98, 82, -14, 4050, 45, 245, 28.89
-95, 81, -14, 4051, 39, 247, 28.90
-92, 80, -17, 4054, 37, 245, 28.91
-93, 70, -12, 4049, 29, 234, 28.91
-93, 75, -16, 4051, 28, 237, 28.92
-93, 80, -13, 4059, 32, 252, 28.92
-99, 79, -16, 4065, 30, 260, 28.92
-94, 82, -16, 4057, 27, 249, 28.94
-91, 78, -14, 4048, 30, 257, 28.90
-92, 82, -15, 4056, 25, 248, 28.91
-97, 83, -14, 4055, 36, 251, 28.93
-94, 72, -15, 4055, 34, 245, 28.96
-95, 77, -18, 4064, 35, 262, 28.92
-94, 79, -16, 4053, 26, 260, 28.92
-88, 76, -14, 4060, 19, 251, 28.91
-89, 78, -17, 4051, 35, 243, 28.92
-90, 76, -17, 4064, 37, 257, 28.89
-90, 74, -17, 4058, 36, 245, 28.91
-94, 74, -15, 4064, 45, 252, 28.92
-91, 76, -15, 4056, 42, 241, 28.91
-92, 78, -16, 4059, 35, 233, 28.89
-89, 72, -17, 4063, 37, 228, 28.89
-94, 74, -14, 4066, 37, 242, 28.89
-94, 79, -14, 4070, 36, 248, 28.90
-93, 81, -21, 4059, 36, 249, 28.89
-91, 76, -15, 4056, 35, 240, 28.90
-89, 78, -13, 4062, 46, 253, 28.90
-88, 74, -16, 4049, 48, 245, 28.89
-94, 78, -17, 4053, 44, 246, 28.89
-93, 77, -15, 4054, 45, 245, 28.91
-96, 75, -16, 4051, 36, 246, 28.91
-94, 79, -19, 4046, 32, 253, 28.90
-91, 74, -18, 4052, 30, 252, 28.89
-94, 77, -15, 4051, 40, 262, 28.89
-91, 79, -16, 4048, 39, 258, 28.89
-90, 82, -18, 4061, 39, 247, 28.90
-93, 80, -21, 4053, 34, 263, 28.91
-93, 80, -19, 4048, 31, 250, 28.89
-96, 78, -15, 4055, 28, 261, 28.89
-94, 75, -14, 4051, 28, 243, 28.91
-93, 70, -9, 4058, 28, 240, 28.89
-91, 72, -11, 4056, 40, 241, 28.91
-90, 74, -13, 4054, 41, 245, 28.91
-90, 80, -10, 4056, 39, 225, 28.92
-91, 79, -12, 4058, 37, 248, 28.91
-94, 78, -17, 4056, 36, 243, 28.91
-98, 78, -16, 4056, 43, 250, 28.92
-97, 75, -16, 4050, 35, 244, 28.92
-96, 77, -18, 4054, 36, 256, 28.92
-96, 74, -12, 4060, 40, 263, 28.90
-95, 71, -13, 4054, 34, 249, 28.91
-91, 78, -13, 4057, 39, 234, 28.91
-92, 75, -11, 4052, 43, 242, 28.91
-92, 82, -15, 4045, 33, 247, 28.90
-92, 81, -15, 4057, 41, 248, 28.89
-97, 77, -16, 4055, 43, 236, 28.88
-95, 83, -17, 4060, 43, 246, 28.91
-90, 82, -11, 4055, 45, 246, 28.92
-90, 77, -14, 4057, 38, 248, 28.91
-92, 72, -14, 4054, 37, 244, 28.90
-90, 73, -15, 4052, 40, 248, 28.91
-90, 74, -16, 4052, 43, 255, 28.90
-90, 72, -13, 4048, 44, 241, 28.89
-89, 72, -14, 4059, 37, 245, 28.90
-92, 74, -13, 4062, 31, 244, 28.91
-93, 75, -10, 4058, 41, 239, 28.90
-93, 76, -16, 4061, 47, 245, 28.91
-92, 76, -13, 4051, 36, 252, 28.92
-96, 75, -16, 4044, 22, 248, 28.91
-94, 72, -16, 4049, 32, 256, 28.91
-94, 75, -15, 4055, 41, 246, 28.92
-98, 73, -15, 4052, 35, 247, 28.92
-92, 78, -16, 4047, 37, 257, 28.91
-93, 70, -15, 4050, 38, 246, 28.91
-94, 78, -20, 4068, 35, 263, 28.89
-94, 78, -19, 4062, 35, 254, 28.89
-95, 73, -16, 4048, 39, 240, 28.89
-96, 75, -16, 4057, 47, 238, 28.90
-97, 77, -13, 4069, 39, 243, 28.91
-98, 76, -13, 4068, 31, 239, 28.90
-95, 71, -14, 4055, 30, 247, 28.90
-91, 76, -14, 4048, 30, 244, 28.87
-94, 75, -14, 4058, 37, 248, 28.87
-93, 74, -16, 4050, 32, 253, 28.89
-95, 74, -13, 4054, 26, 248, 28.90
-93, 72, -16, 4053, 32, 235, 28.90
-92, 77, -13, 4064, 28, 239, 28.92
-91, 80, -13, 4063, 36, 243, 28.89
-92, 82, -13, 4053, 25, 240, 28.89
-95, 78, -16, 4053, 34, 252, 28.89
-92, 78, -14, 4058, 36, 260, 28.89
-89, 84, -15, 4062, 48, 249, 28.89
-93, 82, -17, 4055, 36, 245, 28.90
-94, 76, -16, 4055, 35, 243, 28.94
-90, 74, -13, 4056, 36, 257, 28.93
-95, 76, -12, 4055, 32, 250, 28.90
-95, 71, -13, 4049, 39, 249, 28.90
-93, 74, -14, 4060, 25, 244, 28.92
-92, 76, -17, 4055, 33, 241, 28.90
-92, 73, -17, 4048, 35, 240, 28.91
-94, 77, -18, 4052, 24, 244, 28.93
-94, 73, -16, 4056, 35, 246, 28.90
-100, 76, -16, 4052, 36, 257, 28.92
-94, 73, -16, 4051, 32, 248, 28.91
-92, 79, -18, 4049, 33, 243, 28.90
-94, 78, -14, 4052, 34, 217, 28.89
-92, 75, -17, 4052, 29, 238, 28.89
-90, 73, -17, 4058, 44, 251, 28.89
-94, 72, -16, 4052, 41, 259, 28.89
-93, 69, -18, 4055, 38, 244, 28.90
-95, 76, -15, 4053, 31, 234, 28.89
-94, 74, -12, 4050, 29, 240, 28.90
-92, 74, -11, 4045, 35, 246, 28.92
-89, 77, -12, 4042, 36, 249, 28.89
-90, 81, -12, 4046, 24, 239, 28.90
-91, 81, -15, 4048, 23, 239, 28.90
-89, 81, -16, 4044, 32, 235, 28.92
-94, 81, -13, 4047, 36, 233, 28.92
-94, 80, -10, 4048, 28, 244, 28.91
-90, 78, -14, 4048, 29, 249, 28.89
-94, 79, -14, 4057, 40, 246, 28.89
-91, 79, -13, 4043, 41, 251, 28.89
-90, 72, -16, 4048, 41, 241, 28.89
-93, 73, -18, 4050, 35, 254, 28.88
-97, 73, -15, 4043, 31, 250, 28.89
-95, 75, -13, 4045, 38, 251, 28.91
-94, 77, -13, 4052, 42, 236, 28.90
-94, 73, -15, 4047, 36, 245, 28.89
-95, 79, -14, 4048, 35, 255, 28.89
-89, 77, -21, 4053, 35, 245, 28.89
-89, 79, -22, 4054, 33, 254, 28.90
-91, 73, -20, 4035, 35, 254, 28.90
-90, 71, -20, 4051, 32, 260, 28.88
-90, 79, -17, 4065, 33, 245, 28.88
-93, 78, -18, 4057, 34, 240, 28.90
-93, 75, -16, 4057, 41, 248, 28.90
-92, 83, -16, 4054, 38, 246, 28.90
-91, 78, -14, 4053, 37, 247, 28.90
-96, 77, -19, 4057, 38, 249, 28.91
-90, 78, -19, 4059, 31, 252, 28.91
-88, 76, -15, 4060, 31, 243, 28.91
-94, 78, -18, 4053, 34, 244, 28.90
-93, 79, -11, 4062, 36, 245, 28.91
-92, 76, -13, 4049, 39, 245, 28.92
-89, 74, -11, 4050, 45, 254, 28.91
-91, 79, -10, 4056, 29, 252, 28.89
-92, 79, -15, 4055, 27, 245, 28.89
-92, 72, -13, 4055, 32, 249, 28.91
-93, 75, -17, 4057, 34, 243, 28.91
-96, 77, -13, 4053, 38, 239, 28.92
-98, 72, -14, 4063, 33, 250, 28.90
-95, 75, -12, 4059, 32, 259, 28.90
-94, 76, -11, 4051, 29, 245, 28.90
-95, 82, -14, 4054, 28, 245, 28.89
-91, 81, -14, 4057, 38, 241, 28.89
-93, 80, -14, 4060, 33, 236, 28.88
-94, 78, -10, 4064, 39, 242, 28.88
-94, 77, -13, 4062, 34, 247, 28.90
-87, 78, -16, 4060, 41, 245, 28.90
-87, 73, -21, 4047, 30, 242, 28.89
-92, 76, -18, 4051, 36, 248, 28.90
-91, 77, -13, 4062, 35, 246, 28.90
-94, 79, -15, 4059, 36, 249, 28.92
-92, 77, -9, 4049, 25, 241, 28.91
-91, 75, -17, 4053, 36, 251, 28.91
-93, 78, -13, 4051, 40, 250, 28.92
-95, 71, -16, 4045, 34, 250, 28.89
-98, 77, -13, 4059, 29, 254, 28.90
-96, 77, -15, 4057, 38, 234, 28.90
-90, 79, -14, 4046, 38, 236, 28.89
-90, 81, -16, 4045, 46, 246, 28.89
-90, 79, -17, 4048, 39, 250, 28.91
-90, 79, -17, 4053, 36, 229, 28.90
-89, 81, -13, 4052, 35, 235, 28.89
-90, 78, -13, 4049, 37, 250, 28.90
-87, 74, -18, 4053, 40, 258, 28.89
-90, 76, -18, 4054, 41, 252, 28.89
-94, 81, -13, 4050, 44, 256, 28.89
-93, 82, -16, 4053, 35, 249, 28.89
-97, 81, -16, 4048, 30, 245, 28.90
-94, 83, -14, 4054, 40, 233, 28.91
-93, 82, -11, 4052, 38, 244, 28.92
-96, 80, -10, 4056, 25, 250, 28.92
-95, 75, -17, 4053, 33, 243, 28.91
-96, 76, -13, 4053, 26, 254, 28.90
-94, 75, -15, 4053, 27, 256, 28.89
-92, 76, -13, 4053, 28, 242, 28.89
-92, 79, -14, 4047, 24, 247, 28.91
-94, 78, -14, 4050, 27, 243, 28.89
-90, 76, -15, 4054, 35, 227, 28.91
-93, 76, -13, 4062, 27, 237, 28.92
-90, 80, -15, 4053, 25, 245, 28.92
-94, 76, -17, 4054, 33, 252, 28.91
-91, 82, -19, 4055, 29, 255, 28.89
-90, 76, -14, 4060, 44, 255, 28.89
-89, 83, -16, 4065, 34, 258, 28.89
-88, 75, -16, 4057, 31, 255, 28.89
-89, 72, -16, 4061, 33, 258, 28.90
-92, 78, -17, 4053, 37, 250, 28.90
-94, 76, -15, 4047, 47, 248, 28.89
-95, 80, -15, 4051, 38, 245, 28.90
-92, 75, -18, 4045, 39, 246, 28.89
-92, 81, -13, 4050, 34, 250, 28.88
-91, 74, -17, 4052, 30, 241, 28.89
-94, 79, -17, 4046, 32, 253, 28.90
-90, 80, -16, 4051, 39, 258, 28.92
-92, 83, -19, 4047, 31, 263, 28.92
-90, 83, -11, 4057, 35, 258, 28.91
-92, 79, -12, 4052, 30, 270, 28.89
-93, 84, -18, 4045, 34, 265, 28.90
-89, 76, -16, 4052, 28, 247, 28.90
-90, 78, -13, 4046, 37, 257, 28.90
-92, 81, -14, 4058, 35, 241, 28.89
-88, 86, -18, 4051, 33, 240, 28.89
-92, 79, -15, 4059, 35, 229, 28.90
-90, 77, -15, 4071, 27, 238, 28.90
-92, 72, -13, 4059, 39, 253, 28.91
-92, 74, -15, 4050, 37, 254, 28.90
-90, 72, -13, 4063, 31, 256, 28.89
-91, 70, -13, 4062, 33, 255, 28.90
-93, 79, -13, 4058, 33, 249, 28.90
-95, 80, -16, 4052, 29, 254, 28.90
-94, 77, -12, 4062, 42, 246, 28.91
-94, 74, -10, 4065, 32, 237, 28.88
-92, 73, -13, 4055, 30, 245, 28.87
-92, 74, -18, 4056, 41, 235, 28.88
-91, 79, -17, 4052, 36, 236, 28.88
-96, 75, -15, 4050, 35, 230, 28.88
-92, 73, -10, 4063, 43, 241, 28.86
-95, 74, -16, 4049, 32, 227, 28.87
-96, 71, -17, 4048, 34, 236, 28.90
-92, 76, -14, 4058, 36, 240, 28.90
-93, 76, -16, 4057, 23, 238, 28.92
-95, 75, -13, 4052, 29, 243, 28.91
-94, 75, -17, 4057, 39, 248, 28.92
-94, 75, -13, 4054, 30, 250, 28.90
-90, 76, -11, 4057, 30, 247, 28.90
-88, 74, -15, 4054, 27, 248, 28.89
-91, 78, -17, 4054, 38, 246, 28.90
-92, 81, -16, 4059, 35, 259, 28.91
-95, 78, -15, 4060, 29, 255, 28.90
-93, 75, -12, 4055, 38, 245, 28.92
-89, 82, -12, 4051, 48, 229, 28.90
-91, 73, -8, 4042, 50, 250, 28.91
-94, 71, -11, 4049, 47, 258, 28.90
-93, 74, -15, 4034, 30, 253, 28.91
-91, 76, -16, 4049, 38, 244, 28.92
-92, 76, -15, 4042, 28, 248, 28.90
-93, 73, -13, 4052, 29, 239, 28.91
-92, 75, -17, 4062, 27, 248, 28.90
-91, 82, -15, 4057, 40, 261, 28.90
-92, 83, -12, 4053, 36, 251, 28.91
-93, 74, -14, 4050, 31, 236, 28.90
-93, 74, -13, 4053, 25, 237, 28.90
-97, 73, -17, 4049, 27, 262, 28.91
-89, 76, -15, 4047, 28, 251, 28.90
-91, 75, -13, 4053, 27, 241, 28.93
-91, 77, -19, 4049, 34, 248, 28.93
-95, 75, -18, 4048, 29, 248, 28.92
-95, 76, -15, 4052, 35, 237, 28.88
-93, 77, -15, 4053, 29, 244, 28.89
-92, 78, -18, 4055, 30, 236, 28.91
-90, 76, -16, 4057, 51, 263, 28.92
-91, 75, -13, 4061, 39, 265, 28.91
-91, 68, -15, 4057, 27, 249, 28.89
-94, 76, -15, 4057, 25, 248, 28.89
-92, 77, -12, 4051, 27, 254, 28.92
-94, 77, -15, 4052, 30, 254, 28.92
-91, 81, -12, 4051, 34, 252, 28.92
-92, 79, -13, 4047, 35, 246, 28.90
-92, 78, -12, 4058, 32, 246, 28.90
-95, 80, -10, 4061, 36, 247, 28.90
-95, 77, -15, 4055, 41, 236, 28.92
-91, 74, -16, 4050, 43, 239, 28.93
-91, 77, -17, 4049, 26, 246, 28.92
-97, 76, -14, 4054, 29, 237, 28.89
-96, 79, -10, 4063, 35, 247, 28.90
-91, 77, -15, 4053, 36, 261, 28.89
-92, 79, -15, 4054, 41, 236, 28.90
-93, 77, -16, 4048, 34, 232, 28.90
-94, 73, -15, 4040, 36, 243, 28.88
-93, 75, -13, 4053, 33, 247, 28.89
-94, 75, -15, 4057, 25, 239, 28.88
-94, 71, -14, 4049, 29, 251, 28.88
-93, 75, -15, 4043, 38, 249, 28.87
-91, 78, -12, 4045, 43, 249, 28.91
-97, 76, -12, 4059, 40, 239, 28.91
-95, 79, -16, 4047, 43, 254, 28.90
-93, 75, -18, 4051, 36, 254, 28.90
-95, 78, -20, 4044, 38, 243, 28.90
-95, 79, -14, 4043, 42, 249, 28.89
-93, 81, -17, 4048, 41, 251, 28.88
-92, 79, -18, 4054, 38, 259, 28.89
-87, 76, -16, 4058, 35, 256, 28.91
-95, 71, -14, 4053, 45, 248, 28.91
-95, 68, -12, 4049, 41, 251, 28.89
-92, 71, -16, 4066, 27, 238, 28.90
-91, 78, -19, 4061, 32, 245, 28.90
-95, 77, -18, 4057, 32, 263, 28.91
-91, 77, -16, 4055, 31, 246, 28.89
