gx,gy,gz,ax,ay,az,tmp
9,-678,3507,16,-106,4017,28.54
4,-749,3409,-6,-112,4016,28.54
5,-818,3295,19,-87,3994,28.54
9,-860,3203,55,-45,3977,28.52
5,-850,3130,55,-29,3929,28.53
6,-796,3072,96,-26,3931,28.55
5,-771,3021,142,-22,3942,28.57
6,-770,2972,127,-33,3975,28.57
4,-783,2908,94,-54,3980,28.56
9,-821,2825,106,-71,3994,28.52
6,-886,2736,105,-65,3984,28.52
-18,-1074,2468,1369,-649,5153,28.52
55,-1694,1610,-6,-81,3140,28.54
-57,-66,1496,-304,-82,3467,28.55
-7,928,1049,-293,4,3377,28.55
-52,1626,865,151,-107,3897,28.56
-19,1688,721,204,-82,4004,28.55
-22,1593,624,142,-99,4055,28.55
-23,1491,528,109,-42,3990,28.54
-34,1404,484,146,-34,4043,28.54
-36,1246,460,199,-1,4069,28.56
-43,971,475,280,8,4121,28.56
-55,611,508,312,47,4145,28.52
-61,234,544,256,37,4145,28.55
-78,-142,568,213,43,4144,28.57
-80,-454,581,188,31,4099,28.57
-89,-671,574,164,24,4038,28.55
-90,-757,581,151,-6,3973,28.53
-86,-751,572,114,-63,3918,28.55
-88,-655,550,50,-98,3880,28.57
-83,-511,510,40,-114,3886,28.54
-87,-374,465,36,-115,3886,28.54
-83,-247,416,-4,-136,3909,28.56
-80,-133,355,-2,-136,3930,28.55
-77,-43,298,31,-127,3935,28.56
-76,26,259,65,-127,3921,28.55
-74,138,228,110,-103,3912,28.56
-68,241,209,136,-99,3899,28.56
-67,357,191,113,-111,3910,28.54
-73,470,165,107,-118,3910,28.54
-73,574,145,72,-113,3897,28.56
-68,696,111,83,-83,3889,28.54
-81,777,81,147,-68,3942,28.53
-70,780,76,166,-56,3984,28.54
-76,745,75,146,-62,3991,28.53
-78,688,66,128,-63,3996,28.53
-81,628,43,104,-69,4002,28.54
-84,554,24,111,-62,4011,28.56
-98,482,12,120,-60,4022,28.56
-113,418,7,155,-52,4010,28.54
-114,391,10,150,-66,3940,28.56
-102,423,5,144,-67,3918,28.56
-86,454,-20,129,-86,3948,28.55
-78,478,-64,91,-96,3934,28.54
-62,537,-137,72,-96,3918,28.54
-36,597,-218,78,-97,3925,28.55
-45,647,-277,130,-52,4014,28.55
-62,771,-308,68,-71,3915,28.54
-66,824,-338,104,-80,3951,28.54
-68,823,-369,93,-58,3966,28.53
-70,816,-398,82,-55,3978,28.54
-74,782,-423,105,-56,3996,28.55
-77,711,-436,116,-56,4006,28.54
-75,647,-442,111,-55,3997,28.54
-82,582,-439,102,-54,4002,28.54
-82,505,-437,122,-63,4025,28.54
-86,368,-434,150,-84,4058,28.53
-82,198,-418,180,-111,4075,28.53
-94,4,-406,129,-149,4045,28.53
-97,-153,-420,56,-182,4039,28.54
-108,-306,-482,28,-231,4047,28.56
-107,-508,-559,76,-265,4075,28.54
-120,-729,-634,55,-277,4081,28.53
-126,-947,-722,42,-277,4087,28.55
-133,-1175,-822,14,-251,4081,28.55
-142,-1369,-942,-2,-184,4060,28.55
-149,-1500,-1039,19,-119,4022,28.54
-164,-1596,-1143,28,-37,3993,28.55
-165,-1601,-1225,4,-12,3957,28.55
-170,-1567,-1317,8,10,3952,28.53
-178,-1529,-1411,17,34,3936,28.54
-183,-1457,-1507,-15,43,3887,28.55
-183,-1324,-1606,-12,66,3871,28.55
-194,-1135,-1714,-18,49,3855,28.53
-188,-899,-1818,1,21,3832,28.56
-192,-616,-1944,-32,-3,3806,28.52
-196,-329,-2080,-42,-19,3795,28.53
-194,-29,-2241,-34,-53,3808,28.53
-194,258,-2415,-6,-67,3806,28.53
-194,556,-2583,44,-99,3804,28.53
-190,873,-2740,96,-104,3794,28.54
-185,1282,-2872,99,-107,3735,28.55
-175,1734,-2989,143,-107,3731,28.54
-164,2180,-3104,165,-113,3737,28.54
-150,2601,-3223,143,-110,3727,28.55
-123,3035,-3348,95,-106,3719,28.57
-105,3452,-3462,117,-85,3753,28.54
-93,3835,-3560,75,-89,3773,28.55
-75,4207,-3651,78,-83,3796,28.57
-52,4551,-3714,93,-64,3797,28.57
-33,4801,-3742,252,-34,3940,28.55
17,4779,-3708,364,-43,4056,28.54
36,4659,-3669,402,-25,4084,28.53
55,4348,-3603,579,14,4189,28.55
46,3759,-3522,458,14,4168,28.57
58,3572,-3475,138,-17,4026,28.56
72,3511,-3453,-6,-44,3997,28.56
80,3475,-3486,-92,-62,3983,28.54
90,3435,-3545,-149,-80,3979,28.53
113,3371,-3651,-195,-101,3982,28.52
134,3312,-3773,-223,-105,3995,28.55
152,3267,-3900,-241,-94,3989,28.54
168,3227,-4039,-262,-113,3988,28.54
181,3176,-4180,-282,-97,3984,28.54
191,3149,-4329,-264,-88,3953,28.55
212,3148,-4445,-244,-73,3936,28.54
238,3198,-4532,-222,-30,3912,28.56
272,3306,-4607,-177,103,3917,28.56
300,3379,-4638,-123,227,3939,28.54
309,3423,-4643,-101,254,3952,28.53
327,3435,-4638,-82,221,3980,28.53
347,3433,-4619,-115,164,3965,28.53
347,3409,-4586,-151,71,3939,28.54
376,3486,-4548,-175,0,3932,28.54
389,3568,-4489,-216,-58,3901,28.56
395,3585,-4408,-187,-74,3996,28.56
331,3417,-4294,31,-15,4376,28.55
309,2015,-4158,1083,188,5309,28.56
251,-682,-4003,428,130,4770,28.52
288,-1286,-3908,-174,-53,4192,28.52
262,-1390,-3934,-464,-55,3949,28.54
229,-1413,-4026,-684,-56,3822,28.53
236,-1358,-4183,-638,-90,3969,28.54
249,-1473,-4376,-588,-38,4040,28.52
235,-1802,-4597,-529,20,4115,28.54
234,-2256,-4829,-394,62,4225,28.56
223,-2769,-5025,-331,97,4224,28.54
206,-3211,-5173,-277,107,4175,28.54
182,-3655,-5260,-191,101,4145,28.54
148,-4074,-5291,-31,64,4202,28.54
106,-4430,-5278,-70,-1,4083,28.54
70,-4608,-5241,-114,-66,3979,28.55
43,-4564,-5195,-258,-141,3834,28.57
20,-4304,-5145,-349,-161,3788,28.55
8,-3963,-5099,-417,-150,3733,28.54
7,-3460,-5041,-480,-135,3677,28.55
0,-2926,-4963,-475,-89,3659,28.53
0,-2320,-4884,-549,-72,3607,28.53
11,-1656,-4794,-607,-64,3589,28.54
23,-1018,-4716,-555,-33,3657,28.54
33,-529,-4638,-449,24,3749,28.54
39,-272,-4576,-328,83,3878,28.55
43,-216,-4511,-192,121,3980,28.58
39,-258,-4419,-103,141,3999,28.57
38,-342,-4284,-14,124,4016,28.56
24,-413,-4114,39,93,3993,28.56
14,-496,-3918,87,78,4014,28.55
0,-596,-3708,104,90,4049,28.55
-17,-792,-3455,113,135,4054,28.54
-27,-948,-3278,82,154,4046,28.53
-47,-1104,-3125,37,178,4051,28.55
-54,-1277,-3012,8,181,4072,28.56
-68,-1470,-2943,-30,158,4090,28.57
-77,-1691,-2911,-70,116,4084,28.55
-83,-1894,-2906,-129,40,4044,28.54
-91,-2013,-2921,-149,-49,4005,28.54
-94,-2066,-2933,-126,-136,3976,28.56
-104,-2088,-2922,-106,-181,3949,28.56
-111,-2086,-2895,-58,-209,3951,28.55
-119,-2083,-2852,-39,-197,3945,28.53
-124,-2058,-2813,-40,-154,3946,28.53
-133,-2065,-2795,-47,-67,3962,28.52
-134,-2125,-2830,-63,53,3994,28.54
-148,-2198,-2887,-10,119,3996,28.54
-152,-2217,-2950,-22,106,3919,28.55
-154,-2082,-2997,-32,35,3824,28.55
-150,-1826,-3048,-17,-41,3792,28.52
-149,-1532,-3098,25,-124,3794,28.55
-150,-1242,-3155,42,-154,3817,28.53
-146,-989,-3234,17,-164,3828,28.54
-143,-742,-3340,3,-122,3810,28.56
-140,-457,-3468,-40,-119,3812,28.55
-152,-164,-3614,-46,-112,3811,28.56
-149,163,-3786,-91,-113,3770,28.55
-136,493,-3971,-88,-115,3790,28.54
-129,757,-4156,-52,-95,3821,28.54
-127,973,-4342,-16,-74,3881,28.55
-126,1125,-4524,6,-40,3885,28.56
-114,1267,-4704,-6,-36,3871,28.55
-94,1384,-4871,60,-60,3940,28.53
-88,1452,-5008,112,-47,3930,28.54
-78,1509,-5111,138,-27,3931,28.54
-74,1549,-5187,168,-13,3932,28.52
-61,1565,-5251,167,-14,3972,28.53
-67,1541,-5293,157,-1,3992,28.54
-57,1515,-5336,120,-13,3999,28.53
-53,1456,-5381,121,-14,4039,28.53
-38,1282,-5414,106,17,4048,28.56
-39,1053,-5435,173,41,4096,28.56
-40,748,-5423,216,59,4141,28.56
-42,396,-5389,233,63,4158,28.55
-53,43,-5341,191,52,4118,28.53
-64,-268,-5294,157,53,4125,28.54
-75,-606,-5258,128,45,4129,28.55
-94,-953,-5233,113,35,4149,28.56
-111,-1242,-5220,47,13,4101,28.55
-127,-1456,-5221,7,-10,4086,28.53
-143,-1613,-5229,-28,-47,4046,28.53
-155,-1696,-5263,-49,-68,3998,28.56
-169,-1669,-5313,-114,-78,3906,28.57
-180,-1500,-5390,-161,-77,3834,28.55
-185,-1214,-5484,-195,-55,3790,28.54
-188,-856,-5590,-205,-31,3756,28.55
-179,-438,-5711,-259,-30,3746,28.55
-177,0,-5861,-281,-54,3734,28.53
-167,437,-6030,-308,-93,3741,28.54
-150,891,-6227,-387,-146,3731,28.55
-145,1334,-6445,-401,-178,3709,28.55
-130,1773,-6646,-347,-199,3781,28.58
-111,2163,-6815,-333,-175,3727,28.54
-80,2593,-6956,-302,-133,3737,28.54
-55,2987,-7064,-263,-87,3750,28.54
-23,3320,-7139,-194,-34,3788,28.55
10,3625,-7197,-225,1,3790,28.52
48,3916,-7241,-247,35,3791,28.52
98,4174,-7270,-174,66,3841,28.51
139,4357,-7269,-138,112,3853,28.53
186,4501,-7254,-135,115,3906,28.52
212,4534,-7227,-33,124,4000,28.52
253,4394,-7178,16,145,4025,28.53
302,4200,-7154,51,102,4130,28.55
312,3957,-7125,49,92,4064,28.55
347,3757,-7085,78,78,4086,28.56
378,3520,-7045,155,71,4139,28.54
378,3216,-6989,216,90,4188,28.54
397,2890,-6923,160,135,4142,28.54
400,2634,-6848,98,177,4092,28.54
409,2456,-6766,63,170,4047,28.53
406,2317,-6684,3,167,4022,28.53
435,2265,-6588,-15,214,4051,28.55
447,2158,-6497,-11,307,4049,28.54
462,2011,-6381,21,348,4102,28.55
455,1776,-6211,157,320,4171,28.56
434,1442,-6019,138,251,4171,28.55
421,1079,-5845,60,199,4149,28.55
402,801,-5700,-8,154,4113,28.53
386,546,-5593,-46,133,4102,28.55
375,364,-5512,-154,125,4032,28.55
367,251,-5465,-225,110,3998,28.57
370,214,-5453,-266,72,3963,28.57
361,208,-5453,-277,32,3971,28.56
371,211,-5477,-307,10,3955,28.54
377,240,-5495,-350,-4,3933,28.55
386,333,-5522,-405,8,3909,28.55
395,394,-5572,-349,-3,3912,28.52
402,485,-5597,-371,9,3868,28.55
410,529,-5618,-307,59,3945,28.55
417,533,-5643,-325,100,3952,28.56
429,637,-5666,-387,136,3851,28.55
432,778,-5646,-289,160,3940,28.56
427,736,-5609,-214,188,4032,28.54
424,622,-5544,-137,182,4086,28.54
412,340,-5471,-51,183,4149,28.54
396,11,-5382,-61,190,4138,28.54
379,-258,-5302,-136,194,4090,28.54
355,-441,-5244,-181,191,4023,28.55
357,-498,-5200,-296,184,3943,28.56
346,-426,-5159,-316,172,3928,28.56
343,-376,-5149,-317,166,3911,28.54
349,-290,-5143,-329,139,3904,28.54
349,-209,-5142,-303,119,3915,28.56
350,-127,-5133,-293,71,3935,28.55
358,-81,-5137,-338,69,3924,28.55
347,-76,-5165,-254,30,4043,28.54
341,-271,-5216,-178,-12,4121,28.55
341,-559,-5278,-184,-91,4128,28.55
327,-890,-5373,-209,-161,4154,28.53
312,-1251,-5481,-183,-229,4183,28.56
301,-1626,-5604,-155,-280,4184,28.55
285,-2044,-5733,-178,-296,4101,28.55
278,-2231,-5833,-257,-231,4015,28.56
266,-2295,-5938,-326,-180,3943,28.56
259,-2260,-6054,-349,-147,3888,28.55
261,-2073,-6185,-440,-119,3777,28.55
280,-1646,-6278,-536,-108,3748,28.54
285,-1209,-6380,-543,-89,3701,28.54
301,-760,-6473,-509,-84,3705,28.54
332,-240,-6564,-566,-88,3655,28.54
353,282,-6638,-560,-53,3666,28.54
374,730,-6686,-506,-1,3745,28.53
399,1123,-6719,-421,39,3769,28.53
421,1404,-6716,-323,119,3845,28.53
441,1537,-6676,-240,142,3907,28.54
461,1620,-6623,-235,129,3927,28.52
472,1674,-6547,-209,139,3956,28.55
468,1667,-6451,-172,157,4003,28.56
463,1532,-6365,-129,154,4076,28.52
463,1411,-6288,-188,155,4016,28.54
467,1370,-6220,-276,162,3929,28.54
475,1466,-6145,-308,105,3899,28.54
479,1533,-6086,-308,60,3919,28.54
487,1568,-6052,-265,27,4010,28.54
491,1430,-6016,-215,19,4106,28.53
486,1102,-5977,-83,-9,4245,28.52
464,605,-5899,-58,-28,4192,28.52
432,224,-5802,-183,-52,4068,28.54
418,16,-5709,-242,-56,4047,28.55
416,-136,-5646,-293,-32,4009,28.55
414,-213,-5603,-323,-1,3987,28.54
413,-279,-5559,-326,46,3967,28.54
400,-300,-5503,-329,64,3948,28.53
394,-243,-5444,-300,101,3918,28.53
385,-231,-5360,-250,109,3970,28.54
385,-172,-5324,-409,154,3924,28.54
388,19,-5324,-487,175,3847,28.55
392,175,-5353,-373,180,3920,28.54
397,185,-5351,-281,178,3920,28.56
388,175,-5311,-175,180,3998,28.56
381,128,-5245,-126,201,4007,28.57
378,-11,-5164,-128,227,3983,28.57
379,-59,-5126,-132,190,4009,28.57
374,-177,-5093,-128,118,4032,28.57
361,-316,-5077,-132,10,4058,28.57
353,-497,-5064,-144,-118,4067,28.55
342,-743,-5074,-164,-246,4090,28.57
337,-864,-5100,-324,-353,3990,28.57
328,-826,-5138,-407,-417,3905,28.59
323,-833,-5195,-389,-438,3945,28.57
327,-779,-5246,-488,-411,3911,28.58
335,-583,-5309,-603,-340,3801,28.56
347,-267,-5349,-649,-264,3744,28.56
357,57,-5391,-615,-182,3769,28.57
372,388,-5435,-572,-104,3729,28.58
394,747,-5443,-468,-23,3814,28.55
395,882,-5394,-294,54,4012,28.54
389,734,-5315,-178,122,4099,28.57
376,464,-5197,-113,124,4095,28.57
358,273,-5049,-146,97,4065,28.56
339,152,-4892,-237,68,4029,28.54
323,-47,-4761,-242,47,4072,28.53
306,-236,-4654,-328,10,4016,28.52
299,-351,-4555,-351,6,3970,28.53
283,-358,-4458,-364,23,3918,28.55
276,-280,-4345,-421,76,3876,28.57
268,-155,-4245,-445,122,3873,28.53
263,-40,-4165,-484,159,3841,28.55
258,95,-4078,-403,195,3914,28.54
256,172,-3974,-402,208,3914,28.53
253,171,-3867,-276,213,4013,28.54
238,67,-3762,-310,184,3970,28.54
225,69,-3645,-353,141,3941,28.54
222,90,-3543,-412,92,3939,28.53
216,108,-3474,-429,53,3936,28.52
203,103,-3412,-403,19,3946,28.55
200,62,-3358,-340,-8,3960,28.53
195,53,-3299,-382,-45,3912,28.56
192,144,-3245,-452,-65,3883,28.56
194,271,-3202,-482,-54,3896,28.57
194,362,-3151,-480,-56,3901,28.55
194,428,-3093,-447,-72,3913,28.54
182,479,-3013,-388,-120,3929,28.55
167,451,-2884,-310,-160,3994,28.56
160,345,-2778,-308,-148,4003,28.55
155,225,-2689,-347,-106,3983,28.56
146,179,-2614,-418,-68,3931,28.56
140,251,-2526,-506,-26,3875,28.53
131,378,-2445,-481,8,3900,28.56
124,445,-2367,-396,41,3941,28.57
121,492,-2305,-343,61,3953,28.57
112,485,-2251,-297,89,3974,28.58
115,437,-2208,-290,110,3962,28.55
114,420,-2174,-305,109,3959,28.55
107,454,-2140,-384,86,3899,28.54
102,589,-2115,-446,67,3898,28.55
104,745,-2113,-472,47,3889,28.56
100,924,-2120,-486,61,3876,28.57
97,1099,-2128,-470,55,3918,28.54
101,1178,-2148,-321,33,3981,28.55
108,1155,-2160,-343,61,3930,28.55
111,1102,-2155,-225,76,4010,28.56
122,934,-2126,-171,110,4052,28.53
124,750,-2082,-184,120,4040,28.54
118,556,-2024,-163,80,4053,28.56
109,328,-1959,-156,35,4040,28.54
106,113,-1888,-172,-25,4034,28.56
99,-116,-1808,-184,-54,4046,28.56
88,-329,-1730,-247,-61,4019,28.54
76,-487,-1658,-332,-63,3975,28.54
73,-506,-1584,-376,-69,3955,28.55
67,-503,-1520,-358,-36,3951,28.55
62,-453,-1465,-376,8,3935,28.55
56,-381,-1424,-376,27,3929,28.54
48,-287,-1399,-397,62,3901,28.54
44,-148,-1379,-338,83,3912,28.56
42,-23,-1362,-351,129,3920,28.55
43,80,-1354,-349,157,3906,28.54
42,192,-1352,-356,192,3906,28.55
42,271,-1340,-310,217,3883,28.53
44,317,-1321,-253,208,3937,28.54
39,299,-1288,-219,211,3968,28.56
31,270,-1250,-259,194,3962,28.55
33,263,-1204,-255,147,3969,28.55
28,242,-1141,-240,25,3966,28.56
14,171,-1057,-201,-120,4011,28.57
10,28,-978,-175,-254,4019,28.58
-2,-170,-878,-149,-400,4057,28.59
-16,-456,-782,-195,-392,4077,28.55
-17,-786,-696,-236,-272,4078,28.54
-20,-1126,-631,-223,-161,4069,28.54
-21,-1424,-582,-175,-60,4067,28.54
-12,-1658,-550,-186,31,4024,28.56
-22,-1717,-539,-331,21,3966,28.55
-33,-1350,-554,-742,-24,3689,28.57
-18,-669,-705,-917,-65,3605,28.57
0,10,-942,-752,-75,3678,28.56
15,425,-1120,-338,-57,3893,28.53
18,419,-1184,0,-32,4079,28.56
8,242,-1160,11,-12,4090,28.55
11,73,-1147,-131,13,4035,28.56
16,12,-1189,-268,45,3967,28.57
17,52,-1235,-323,89,3931,28.58
16,124,-1271,-388,114,3907,28.56
20,187,-1294,-369,118,3928,28.57
21,174,-1295,-347,132,3963,28.56
15,140,-1271,-388,144,3954,28.55
15,144,-1242,-438,165,3927,28.54
15,176,-1212,-440,171,3937,28.55
17,190,-1177,-462,171,3920,28.55
16,221,-1133,-437,157,3934,28.57
3,174,-1087,-388,120,3956,28.57
3,112,-1036,-395,104,3968,28.56
3,40,-1001,-354,96,3969,28.54
1,-58,-954,-341,91,3986,28.57
-4,-136,-932,-394,90,3962,28.56
-1,-121,-925,-459,92,3907,28.54
-5,-24,-947,-468,59,3876,28.53
1,82,-957,-384,-6,3918,28.55
-9,115,-948,-335,-58,3960,28.55
-3,56,-932,-328,-60,4000,28.54
3,-52,-924,-375,-47,3994,28.54
3,-84,-940,-447,-43,3919,28.55
5,-82,-976,-397,-35,3913,28.54
8,13,-1020,-495,-86,3855,28.55
7,226,-1063,-493,-147,3878,28.55
4,277,-1101,-381,-115,3972,28.56
7,180,-1105,-366,-78,3982,28.57
12,88,-1100,-397,-28,3954,28.55
8,25,-1103,-365,20,3981,28.54
16,41,-1131,-450,21,3891,28.54
12,123,-1174,-446,10,3911,28.55
12,179,-1214,-389,21,3949,28.53
14,132,-1243,-360,11,3973,28.54
20,98,-1260,-387,22,3946,28.53
28,107,-1276,-396,31,3932,28.53
24,110,-1283,-385,22,3936,28.57
26,115,-1286,-336,24,3954,28.56
23,66,-1285,-256,16,3981,28.55
33,29,-1285,-247,8,3984,28.55
38,-17,-1295,-246,17,3960,28.59
46,-52,-1313,-213,18,3979,28.57
46,-56,-1329,-281,24,3932,28.55
39,44,-1336,-375,34,3901,28.55
31,151,-1338,-367,53,3932,28.54
21,182,-1297,-320,66,3967,28.56
14,130,-1221,-273,76,3999,28.57
11,85,-1128,-335,87,3961,28.54
7,52,-1049,-321,91,3963,28.55
0,16,-980,-289,67,3988,28.55
-3,-31,-903,-264,44,3972,28.55
-6,-42,-825,-306,66,3932,28.54
-8,5,-763,-337,79,3918,28.56
-26,79,-709,-292,97,3956,28.56
-25,51,-646,-183,133,3990,28.53
-35,5,-573,-170,148,3976,28.55
-37,27,-514,-216,108,3941,28.56
-47,76,-474,-224,93,3927,28.56
-54,109,-449,-143,42,3963,28.59
-48,140,-427,-135,53,3986,28.54
-51,101,-410,-130,27,3964,28.56
-59,119,-404,-183,28,3942,28.57
-58,124,-378,-174,27,3972,28.54
-58,99,-342,-179,29,3982,28.54
-60,61,-292,-177,27,3979,28.55
-54,18,-240,-215,24,3981,28.54
-54,22,-203,-269,36,3948,28.53
-58,45,-179,-286,38,3956,28.56
-68,73,-140,-285,54,3948,28.55
-77,113,-95,-288,58,3944,28.54
-91,174,-39,-300,48,3919,28.54
-99,260,-7,-323,30,3921,28.54
-105,333,-2,-330,37,3915,28.57
-101,391,4,-348,30,3939,28.55
-103,413,15,-352,38,3953,28.55
-95,422,53,-354,39,3946,28.54
-103,456,115,-367,40,3941,28.55
-100,487,180,-370,35,3957,28.54
-107,511,250,-366,16,3955,28.55
-113,502,325,-350,10,3964,28.56
-124,449,391,-349,1,3968,28.56
-128,389,449,-351,25,3971,28.57
-133,344,504,-352,42,3956,28.55
-131,308,548,-333,52,3976,28.57
-137,282,584,-321,64,3947,28.58
-141,278,635,-286,83,3957,28.57
-151,290,685,-257,96,3965,28.57
-158,265,738,-225,108,3973,28.57
-165,252,782,-303,62,3951,28.56
-167,267,804,-339,43,3962,28.57
-162,290,833,-332,47,3948,28.58
-170,352,889,-301,51,3936,28.56
-179,412,986,-310,57,3955,28.57
-187,428,1092,-337,18,3951,28.59
-187,404,1178,-393,-65,3960,28.57
-188,391,1248,-473,-147,3935,28.57
-187,399,1290,-510,-175,3937,28.58
-190,413,1343,-442,-164,3959,28.58
-200,369,1407,-424,-160,3952,28.57
-215,321,1474,-416,-138,3980,28.54
-224,261,1549,-425,-103,3956,28.55
-235,223,1624,-426,-84,3955,28.54
-249,163,1707,-399,-85,3968,28.54
-258,67,1803,-402,-75,3964,28.55
-279,-19,1912,-366,-82,3993,28.55
-293,-118,2006,-359,-85,3985,28.54
-312,-227,2107,-360,-63,3984,28.55
-324,-317,2207,-384,-29,3968,28.54
-321,-380,2302,-367,15,3978,28.57
-312,-413,2391,-405,58,3953,28.58
-317,-355,2466,-439,148,3912,28.57
-316,-257,2524,-399,191,3893,28.57
-321,-94,2584,-431,254,3859,28.57
-331,86,2638,-397,274,3887,28.56
-345,256,2691,-386,272,3901,28.55
-349,392,2752,-345,253,3930,28.57
-345,452,2807,-314,203,3959,28.57
-355,536,2879,-339,182,3912,28.57
-368,659,2958,-306,147,3925,28.55
-377,705,3042,-306,131,3938,28.56
-385,830,3123,-360,114,3905,28.57
-392,920,3202,-255,61,3960,28.57
-398,844,3311,-145,10,4054,28.55
-411,692,3427,-199,-45,4023,28.57
-418,588,3521,-332,-69,3946,28.57
-422,640,3613,-349,-83,3919,28.57
-431,716,3702,-372,-103,3907,28.57
-437,848,3772,-438,-114,3873,28.57
-437,1000,3825,-415,-144,3933,28.57
-451,1005,3859,-357,-194,3971,28.56
-453,900,3873,-345,-224,4001,28.54
-464,735,3868,-378,-233,3978,28.54
-472,600,3855,-400,-205,3975,28.55
-475,529,3853,-419,-186,3942,28.57
-478,481,3850,-437,-159,3953,28.57
-483,486,3833,-445,-130,3955,28.57
-485,478,3814,-399,-120,3951,28.57
-488,445,3802,-342,-124,3987,28.57
-485,357,3792,-311,-133,3998,28.59
-486,267,3772,-342,-141,3988,28.58
-491,215,3749,-345,-116,3981,28.58
-497,166,3738,-342,-89,3977,28.57
-485,75,3717,-252,-96,4008,28.57
-502,-37,3709,-206,-27,4030,28.57
-503,-128,3713,-220,-12,3987,28.57
-504,-332,3707,-159,35,4029,28.58
-513,-489,3681,-189,65,4019,28.57
-502,-538,3653,-221,77,3997,28.54
-501,-550,3623,-224,117,3992,28.54
-498,-550,3597,-167,131,4013,28.57
-497,-628,3566,-129,136,4002,28.55
-494,-707,3546,-92,151,4010,28.56
-488,-723,3511,-152,156,3972,28.57
-472,-650,3474,-174,141,3924,28.59
-466,-580,3418,-106,111,3969,28.57
-454,-578,3338,-150,49,3909,28.59
-440,-391,3247,-344,-25,3878,28.58
-414,-149,3135,-403,-64,3866,28.56
-389,56,2955,-363,-67,3910,28.56
-367,209,2815,-341,-53,3898,28.57
-349,367,2682,-331,-10,3891,28.57
-332,572,2587,-351,10,3879,28.55
-321,734,2481,-349,-10,3911,28.53
-308,865,2378,-357,-12,3926,28.56
-296,985,2277,-353,23,3940,28.56
-285,1102,2203,-323,65,3935,28.57
-278,1184,2160,-304,85,3934,28.56
-271,1247,2135,-306,109,3955,28.57
-268,1275,2116,-318,134,3931,28.58
-275,1334,2110,-331,144,3942,28.58
-276,1383,2118,-290,170,3939,28.57
-279,1400,2141,-265,169,3957,28.56
-288,1380,2176,-234,152,3979,28.57
-301,1264,2228,-185,132,4025,28.57
-314,1090,2288,-211,110,4031,28.58
-338,923,2361,-202,103,4033,28.57
-356,705,2449,-180,110,4055,28.58
-381,472,2549,-142,133,4055,28.59
-406,225,2671,-94,148,4072,28.57
-434,-50,2824,-57,180,4094,28.57
-464,-354,2979,-60,204,4114,28.59
-493,-675,3116,-40,242,4109,28.57
-522,-999,3236,2,258,4114,28.56
-538,-1364,3364,36,259,4104,28.57
-557,-1767,3481,25,261,4123,28.57
-575,-2145,3580,-42,238,4125,28.57
-590,-2460,3656,-100,240,4074,28.56
-594,-2684,3700,-203,213,4040,28.56
-582,-2742,3720,-321,152,3982,28.55
-524,-2651,3707,-660,99,3888,28.58
-459,-1825,3585,-1089,38,3526,28.57
-412,-845,3351,-1112,9,3512,28.55
-385,91,3092,-1045,-24,3540,28.56
-361,940,2848,-969,-48,3583,28.57
-331,1568,2620,-517,-33,3920,28.57
-290,1454,2516,-167,-18,4038,28.57
-302,1203,2512,-107,-5,4072,28.56
-316,891,2551,-138,-28,4079,28.57
-331,589,2588,-287,-73,4041,28.56
-337,388,2597,-442,-98,3943,28.57
-332,306,2596,-465,-92,3979,28.59
-342,170,2603,-370,-101,4027,28.59
-356,-16,2627,-367,-99,4024,28.56
-362,-176,2647,-421,-131,4007,28.58
-368,-238,2657,-496,-156,3963,28.55
-370,-288,2657,-486,-152,3960,28.55
-374,-365,2657,-487,-138,3963,28.57
-373,-406,2643,-465,-109,3937,28.56
-367,-422,2636,-513,-106,3934,28.54
-363,-379,2618,-559,-53,3916,28.55
-351,-226,2609,-599,-17,3865,28.54
-343,-11,2595,-588,0,3852,28.55
-338,209,2578,-534,-5,3882,28.54
-329,314,2604,-371,7,3951,28.56
-335,333,2666,-316,25,3951,28.56
-343,350,2757,-261,63,3986,28.56
-353,327,2868,-223,116,4017,28.58
-373,270,2997,-164,163,4011,28.59
-390,176,3141,-120,202,3991,28.57
-409,58,3278,-91,230,3999,28.56
-429,-106,3412,-86,265,4058,28.56
-445,-259,3518,-122,254,4026,28.57
-454,-296,3612,-237,241,3975,28.57
-456,-301,3676,-318,236,3949,28.56
-456,-305,3700,-346,221,3940,28.54
-444,-202,3686,-488,185,3852,28.56
-432,7,3610,-542,144,3827,28.57
-417,162,3514,-536,86,3889,28.59
-404,204,3384,-470,29,3940,28.60
-393,217,3251,-532,-37,3927,28.57
-379,215,3096,-601,-100,3922,28.58
-359,257,2950,-653,-132,3898,28.56
-350,293,2809,-615,-136,3924,28.55
-344,290,2725,-558,-125,3916,28.57
-331,269,2678,-459,-100,3955,28.58
-331,243,2657,-516,-65,3917,28.57
-326,382,2632,-607,-22,3830,28.57
-312,599,2606,-486,32,3891,28.57
-313,606,2624,-216,81,4043,28.56
-332,346,2696,-43,112,4100,28.57
-358,40,2806,-33,120,4085,28.58
-384,-266,2955,-196,143,4009,28.54
-392,-264,3034,-332,178,3927,28.54
-393,-194,3095,-306,199,3933,28.56
-388,-91,3136,-394,206,3882,28.56
-384,59,3159,-380,181,3900,28.56
-383,121,3178,-356,120,3953,28.55
-385,152,3192,-321,77,3959,28.55
-386,119,3221,-332,47,3941,28.55
