gx,gy,gz,ax,ay,az,tmp
-384,163,3237,-413,33,3898,28.57
-380,202,3226,-408,10,3950,28.57
-385,156,3195,-378,-10,3989,28.56
-381,71,3149,-438,-26,3947,28.56
-372,62,3087,-335,10,3991,28.56
-375,-31,3047,-364,-7,3947,28.56
-363,4,2992,-487,-20,3871,28.57
-358,138,2909,-419,-57,3938,28.58
-352,65,2851,-346,-96,3994,28.58
-347,53,2783,-502,-88,3903,28.55
-339,120,2709,-463,-73,3935,28.55
-325,121,2652,-404,-56,3960,28.57
-328,30,2628,-388,-18,3998,28.59
-327,19,2597,-481,15,3910,28.58
-327,38,2568,-390,38,3970,28.57
-320,17,2548,-417,72,3935,28.57
-315,46,2517,-434,112,3908,28.54
-314,81,2470,-397,132,3945,28.53
-308,49,2424,-371,153,3965,28.56
-302,52,2374,-429,144,3918,28.56
-295,93,2340,-398,126,3937,28.55
-290,85,2301,-395,136,3942,28.54
-291,85,2267,-411,123,3925,28.55
-288,153,2213,-483,129,3891,28.57
-274,259,2131,-467,138,3905,28.57
-263,296,2046,-374,135,3970,28.59
-257,241,1996,-303,113,3994,28.57
-256,170,1974,-338,106,3984,28.55
-262,121,1949,-363,114,3956,28.57
-258,92,1920,-414,115,3931,28.56
-254,96,1876,-484,104,3927,28.57
-244,145,1795,-555,79,3884,28.56
-229,259,1663,-591,43,3901,28.56
-220,324,1544,-610,14,3916,28.57
-204,313,1412,-642,-28,3952,28.58
-196,219,1274,-609,-62,3991,28.59
-192,122,1144,-692,-20,3935,28.56
-178,121,1001,-768,-12,3901,28.57
-166,181,839,-750,-25,3897,28.56
-145,227,681,-744,-27,3893,28.59
-131,292,523,-722,-25,3903,28.61
-114,330,382,-679,-13,3915,28.59
-102,299,267,-645,-6,3959,28.60
-100,225,164,-626,-7,3975,28.60
-94,152,65,-620,2,3959,28.57
-93,0,5,-493,11,3996,28.60
-102,-205,-16,-433,3,4022,28.59
-102,-365,-26,-391,0,3992,28.58
-103,-457,-24,-386,-8,4005,28.57
-109,-527,-19,-377,5,3983,28.59
-120,-585,-31,-378,1,3992,28.58
-124,-668,-41,-381,16,4010,28.58
-126,-785,-47,-399,38,3993,28.57
-123,-870,-52,-442,99,3983,28.56
-117,-911,-79,-482,157,3985,28.59
-116,-977,-119,-483,189,3990,28.58
-117,-1047,-172,-493,194,3983,28.58
-121,-1132,-223,-495,191,3988,28.57
-115,-1213,-271,-478,178,3996,28.55
-119,-1305,-326,-459,153,4009,28.57
-120,-1409,-376,-424,110,3993,28.57
-121,-1519,-419,-416,92,4005,28.57
-120,-1673,-482,-465,72,4041,28.58
-127,-1950,-579,-545,31,4143,28.56
-133,-2384,-736,-654,36,4187,28.58
-135,-2847,-928,-700,65,4154,28.59
-145,-3188,-1101,-660,84,4048,28.58
-147,-3347,-1191,-590,64,3940,28.59
-147,-3304,-1223,-491,4,3868,28.58
-145,-3140,-1208,-345,-32,3821,28.59
-145,-2923,-1157,-192,-61,3847,28.57
-138,-2706,-1104,-75,-107,3859,28.56
-137,-2492,-1034,25,-130,3867,28.57
-136,-2200,-931,114,-106,3853,28.57
-135,-1933,-836,192,-90,3838,28.58
-126,-1669,-729,222,-56,3835,28.56
-118,-1377,-634,241,-42,3818,28.55
-111,-1071,-542,200,-12,3811,28.57
-103,-762,-465,176,6,3793,28.56
-96,-408,-392,153,25,3753,28.58
-79,14,-328,117,31,3727,28.59
-64,488,-270,128,42,3713,28.58
-49,1006,-206,112,85,3685,28.59
-27,1508,-169,-8,210,3704,28.59
-11,1912,-214,-210,366,3782,28.60
5,2216,-333,-371,519,3778,28.59
28,2556,-458,-429,578,3760,28.60
53,2969,-535,-385,538,3723,28.60
73,3404,-550,-322,425,3731,28.59
79,3807,-524,-248,299,3781,28.59
87,4053,-488,-152,152,3881,28.58
93,4143,-447,-126,40,3963,28.59
96,4123,-414,-154,-53,4009,28.58
96,4027,-405,-212,-161,4031,28.59
95,3885,-438,-266,-227,4035,28.59
90,3716,-484,-312,-257,4052,28.59
101,3479,-538,-320,-303,4103,28.57
99,3228,-569,-252,-343,4257,28.58
91,2570,-584,63,-364,4502,28.59
41,1658,-504,143,-340,4466,28.59
-12,856,-359,-46,-270,4281,28.57
-53,347,-236,-245,-190,4108,28.56
-77,88,-144,-352,-107,4017,28.61
-89,-43,-92,-393,-63,3979,28.60
-89,-87,-67,-402,-9,3943,28.58
-90,-69,-55,-383,9,3936,28.58
-90,-6,-51,-369,33,3928,28.58
-83,79,-51,-354,37,3905,28.58
-77,158,-60,-356,33,3916,28.58
-73,219,-73,-342,20,3918,28.57
-71,246,-88,-344,-12,3939,28.58
-71,248,-112,-368,-15,3942,28.60
-69,251,-138,-367,-46,3951,28.61
-68,250,-161,-382,-108,3957,28.60
-71,225,-186,-397,-164,3960,28.60
-68,151,-194,-408,-175,3978,28.59
-64,44,-204,-405,-169,3975,28.59
-70,-75,-201,-410,-147,3986,28.58
-77,-187,-182,-386,-128,3985,28.57
-85,-277,-161,-374,-118,3976,28.58
-92,-304,-133,-344,-129,3952,28.56
-97,-279,-102,-302,-99,3945,28.57
-97,-249,-77,-314,-64,3940,28.58
-93,-226,-75,-390,-33,3937,28.59
-91,-207,-112,-464,-21,3938,28.60
-86,-178,-175,-506,-15,3933,28.59
-76,-132,-247,-495,-22,3911,28.58
-71,-60,-315,-465,-14,3915,28.57
-64,16,-354,-366,2,3935,28.56
-57,82,-357,-303,11,3923,28.57
-53,140,-342,-259,16,3927,28.57
-60,191,-308,-238,30,3946,28.57
-56,219,-269,-233,26,3950,28.55
-67,201,-216,-204,16,3994,28.57
-74,111,-140,-186,34,4029,28.56
-91,-28,-65,-265,16,4010,28.59
-96,-123,-40,-327,13,3971,28.59
-98,-187,-30,-348,9,3953,28.60
-102,-224,-24,-342,14,3946,28.57
-100,-236,-24,-325,24,3939,28.59
-100,-204,-28,-310,19,3927,28.59
-99,-134,-22,-296,8,3916,28.58
-92,-31,-20,-304,25,3913,28.58
-89,90,-13,-302,12,3907,28.57
-78,212,-9,-302,12,3901,28.57
-75,325,-7,-315,10,3903,28.59
-74,399,-10,-326,15,3935,28.57
-65,434,-7,-338,7,3959,28.56
-66,442,-12,-336,0,3955,28.56
-66,431,-14,-343,6,3964,28.56
-68,409,-10,-354,13,3965,28.55
-62,378,-15,-357,8,3969,28.58
-67,335,-18,-363,12,3983,28.57
-73,276,-19,-370,18,3980,28.58
-78,221,-18,-358,17,3973,28.58
-75,190,-16,-354,11,3973,28.57
-80,208,-12,-341,11,3953,28.57
-77,261,-14,-330,9,3932,28.58
-81,328,-13,-329,4,3919,28.59
-80,399,-11,-323,17,3926,28.58
-72,475,-8,-326,5,3916,28.58
-67,537,-11,-338,3,3933,28.60
-70,571,-13,-364,8,3960,28.59
-73,541,-10,-381,13,3977,28.58
-74,484,-9,-386,11,3981,28.58
-71,429,-10,-385,20,3973,28.57
-72,397,-15,-383,8,3976,28.58
-77,352,-14,-388,21,3984,28.59
-77,270,-12,-394,14,3993,28.57
-82,146,-17,-409,14,3987,28.58
-91,-13,-16,-416,23,4007,28.59
-95,-186,-21,-405,15,4006,28.58
-97,-331,-25,-400,18,3985,28.56
-98,-406,-25,-382,10,3956,28.58
-105,-387,-22,-348,10,3922,28.58
-97,-258,-21,-309,12,3880,28.60
-95,-74,-15,-301,6,3850,28.59
-86,134,-18,-301,1,3862,28.58
-81,298,-15,-325,6,3886,28.59
-79,389,-9,-348,14,3916,28.56
-77,399,-10,-369,9,3958,28.58
-83,339,-11,-382,8,3983,28.57
-79,223,-13,-406,9,4014,28.59
-82,68,-18,-404,7,4011,28.58
-88,-105,-21,-409,11,4025,28.59
-92,-282,-28,-410,9,4011,28.56
-101,-400,-25,-367,9,3988,28.58
-106,-452,-27,-361,5,3964,28.57
-110,-453,-29,-353,8,3963,28.58
-107,-443,-26,-346,10,3953,28.60
-106,-398,-24,-333,17,3919,28.57
-104,-301,-24,-318,15,3894,28.58
-98,-157,-23,-297,5,3871,28.57
-90,19,-18,-295,19,3880,28.58
-82,194,-15,-302,18,3889,28.59
-71,345,-11,-321,25,3910,28.57
-69,438,-10,-330,15,3946,28.59
-66,475,-13,-341,15,3949,28.57
-67,482,-10,-354,14,3961,28.59
-73,455,-10,-362,23,3966,28.58
-72,381,-12,-379,22,3982,28.60
-78,277,-15,-391,15,4006,28.59
-85,140,-12,-403,15,4018,28.59
-94,1,-18,-398,23,4012,28.59
-92,-123,-20,-384,18,3996,28.58
-94,-209,-21,-384,16,3976,28.56
-91,-262,-23,-374,19,3964,28.57
-96,-280,-20,-363,8,3956,28.57
-96,-276,-23,-347,11,3952,28.58
-96,-232,-23,-327,7,3929,28.59
-93,-149,-16,-312,4,3903,28.58
-86,-20,-15,-322,15,3904,28.59
-82,128,-17,-314,11,3904,28.60
-72,265,-11,-313,10,3901,28.58
-72,392,-12,-319,-1,3918,28.59
-72,499,-6,-319,10,3920,28.58
-73,586,-12,-340,10,3933,28.59
-70,633,-17,-351,10,3969,28.57
-74,584,-17,-381,6,4002,28.59
-80,435,-13,-414,18,4039,28.60
-79,214,-15,-424,27,4049,28.58
-89,-24,-16,-427,17,4034,28.56
-97,-215,-22,-393,18,4021,28.57
-99,-318,-23,-363,9,3981,28.57
-105,-320,-22,-347,8,3938,28.58
-101,-257,-21,-326,9,3922,28.59
-95,-149,-18,-310,0,3891,28.59
-93,-7,-20,-309,-1,3869,28.58
-82,159,-16,-299,6,3893,28.59
-81,321,-13,-297,8,3894,28.58
-74,482,-7,-312,9,3890,28.59
-69,600,-7,-346,10,3933,28.57
-68,633,-9,-374,14,3955,28.57
-72,568,-7,-406,19,3971,28.59
-71,449,-10,-416,14,3989,28.59
-76,302,-15,-423,6,3996,28.60
-86,153,-18,-412,19,3985,28.59
-86,21,-17,-413,11,3974,28.58
-91,-90,-24,-402,17,3974,28.59
-93,-163,-22,-384,27,3970,28.58
-94,-183,-19,-366,23,3949,28.59
-90,-161,-20,-360,16,3931,28.59
-89,-67,-17,-345,13,3903,28.60
-87,41,-18,-332,12,3924,28.62
-82,155,-18,-330,9,3925,28.61
-80,259,-15,-344,11,3913,28.58
-74,337,-14,-356,13,3924,28.55
-75,393,-13,-356,14,3939,28.57
-73,449,-11,-357,18,3952,28.57
-68,497,-13,-348,13,3924,28.58
-71,569,-6,-340,11,3914,28.59
-63,661,-6,-355,6,3925,28.60
-58,755,-5,-341,5,3929,28.59
-56,857,-1,-341,5,3916,28.58
-51,940,0,-381,1,3932,28.57
-54,933,-1,-416,10,3978,28.57
-61,806,-7,-447,9,4004,28.56
-67,612,-9,-459,15,4005,28.55
-73,399,-13,-457,19,4004,28.58
-80,189,-13,-452,16,4007,28.59
-90,-3,-14,-450,11,4015,28.59
-95,-159,-14,-430,12,3985,28.57
-103,-263,-14,-416,9,3974,28.59
-102,-311,-14,-388,-22,3946,28.57
-99,-310,-3,-340,-85,3935,28.58
-96,-305,21,-310,-130,3970,28.57
-103,-311,42,-320,-140,3971,28.59
-104,-329,63,-373,-75,3956,28.58
-108,-335,72,-390,-13,3985,28.57
-111,-393,55,-421,47,3957,28.57
-113,-426,48,-433,55,3956,28.59
-116,-448,45,-406,37,3958,28.58
-117,-466,41,-373,36,3960,28.59
-113,-455,44,-376,25,3940,28.59
-107,-445,36,-384,40,3951,28.61
-105,-413,24,-389,61,3950,28.60
-100,-367,13,-371,65,3936,28.61
-96,-316,13,-353,35,3945,28.58
-94,-264,13,-356,14,3949,28.59
-96,-252,9,-378,21,3965,28.58
-97,-277,-9,-399,53,3985,28.58
-99,-354,-25,-401,45,4001,28.58
-106,-443,-19,-388,14,3990,28.58
-112,-514,-23,-358,0,3994,28.58
-123,-561,-16,-352,26,3978,28.58
-129,-603,-17,-362,66,4001,28.59
-134,-667,-17,-382,64,3978,28.59
-128,-721,-29,-356,12,3959,28.59
-122,-719,-34,-330,18,3949,28.59
-122,-687,-35,-324,8,3942,28.58
-121,-656,-32,-331,16,3958,28.59
-116,-668,-29,-319,5,3993,28.57
-119,-797,5,-215,33,4086,28.58
-139,-1090,67,-135,60,4171,28.58
-165,-1529,164,-97,68,4238,28.58
-199,-2047,276,-84,62,4267,28.57
-220,-2609,397,-68,68,4280,28.57
-253,-3171,528,-100,94,4237,28.57
-275,-3664,687,-99,43,4246,28.57
-304,-4215,820,-90,66,4257,28.58
-330,-4745,929,-116,46,4254,28.57
-383,-5187,1021,-179,-4,4298,28.56
-466,-5427,1095,-275,-44,4226,28.58
-531,-5602,1155,-238,-42,4181,28.60
-567,-5804,1201,-193,-48,4129,28.61
-599,-5954,1224,-129,-62,4109,28.59
-612,-6078,1236,-101,-76,4075,28.57
-613,-6234,1234,-113,-76,4002,28.58
-600,-6277,1218,-134,-54,3923,28.56
-575,-6147,1178,-149,-30,3827,28.57
-530,-5996,1122,-185,-27,3726,28.58
-481,-5627,1041,-210,-29,3631,28.59
-424,-5117,932,-223,-26,3588,28.60
-380,-4503,794,-224,-20,3551,28.60
-339,-3848,619,-126,-17,3562,28.60
-297,-3194,421,-63,-37,3536,28.58
-256,-2510,229,-10,-45,3553,28.59
-211,-1852,40,42,-32,3579,28.61
-172,-1209,-132,56,5,3594,28.61
-140,-556,-255,29,-50,3620,28.60
-108,13,-350,47,-59,3662,28.58
-77,439,-428,104,-24,3727,28.58
-50,708,-467,185,60,3835,28.58
-38,806,-466,292,75,3971,28.58
-42,780,-429,323,46,4042,28.56
-61,690,-376,306,18,4039,28.57
-71,598,-329,252,-20,4018,28.57
-85,522,-284,212,-38,3993,28.57
-87,454,-242,217,-45,3993,28.58
-92,380,-212,235,-61,4025,28.59
-101,272,-172,232,-79,4060,28.58
-105,134,-131,215,-68,4082,28.60
-117,-28,-100,194,-32,4057,28.59
-128,-164,-71,189,-18,4017,28.60
-130,-274,-48,201,-5,3992,28.57
-124,-349,-26,207,-20,3954,28.59
-114,-404,-2,197,-22,3950,28.61
-110,-421,10,192,-19,3949,28.61
-105,-405,18,178,-20,3954,28.59
-111,-343,15,146,-22,3935,28.58
-117,-241,9,146,-29,3914,28.56
-109,-125,-12,122,-32,3889,28.57
-99,-24,-36,106,-43,3876,28.57
-79,65,-61,121,-40,3873,28.57
-71,117,-75,135,-33,3912,28.59
-61,152,-81,157,-17,3916,28.57
-55,171,-90,174,-11,3948,28.57
-53,192,-90,188,-23,3965,28.57
-56,218,-84,183,-25,3958,28.60
-55,289,-88,171,-26,3923,28.59
-48,387,-95,142,-34,3883,28.60
-41,533,-122,126,-36,3866,28.60
-27,710,-145,122,-43,3851,28.61
-15,884,-164,129,-47,3853,28.59
-3,1018,-175,140,-35,3901,28.59
1,1103,-182,138,-22,3956,28.58
-2,1110,-185,155,-13,4014,28.60
-14,1049,-173,171,-12,4039,28.59
-31,948,-151,175,-11,4072,28.58
-50,829,-127,175,-3,4080,28.60
-79,687,-104,170,3,4074,28.61
-99,555,-84,137,-8,4041,28.58
-118,426,-66,120,-65,4064,28.57
-135,320,-62,85,-133,4073,28.55
-152,223,-64,51,-154,4071,28.58
-174,163,-76,26,-140,4056,28.59
-201,143,-92,7,-131,4064,28.61
-243,183,-118,-14,-135,4072,28.61
-284,265,-144,3,-112,4106,28.62
-355,355,-172,31,-91,4155,28.61
-439,433,-190,58,-78,4221,28.61
-553,501,-211,53,-72,4242,28.60
-655,544,-233,28,-65,4235,28.59
-741,607,-255,9,-66,4213,28.59
-822,681,-285,-2,-76,4176,28.59
-896,774,-323,-12,-95,4136,28.58
-957,878,-364,-10,-115,4124,28.60
-1024,965,-396,3,-107,4139,28.62
-1092,1031,-430,2,-107,4156,28.61
-1157,1062,-462,-8,-109,4166,28.58
-1223,1092,-494,-20,-111,4154,28.56
-1292,1122,-522,-35,-131,4153,28.56
-1357,1159,-543,-36,-148,4157,28.57
-1426,1200,-573,-57,-147,4164,28.57
-1501,1269,-604,-81,-142,4183,28.58
-1582,1371,-638,-93,-130,4172,28.58
-1664,1489,-663,-96,-117,4173,28.57
-1744,1618,-705,-87,-111,4159,28.59
-1827,1767,-742,-109,-123,4141,28.61
-1909,1930,-772,-112,-128,4115,28.60
-1982,2083,-801,-110,-121,4121,28.60
-2050,2214,-822,-96,-117,4115,28.61
-2116,2329,-833,-77,-135,4134,28.59
-2180,2409,-843,-40,-124,4150,28.61
-2244,2395,-839,14,-132,4193,28.61
-2313,2303,-822,59,-128,4225,28.60
-2382,2121,-793,102,-122,4251,28.62
-2453,1866,-747,106,-129,4272,28.62
-2519,1576,-682,122,-123,4303,28.61
-2587,1236,-604,130,-107,4323,28.62
-2657,841,-523,139,-124,4324,28.60
-2718,391,-451,140,-159,4371,28.59
-2798,-40,-353,101,-180,4376,28.59
-2883,-421,-265,58,-181,4359,28.58
-2966,-771,-186,42,-172,4321,28.59
-3043,-1070,-105,7,-184,4297,28.59
-3123,-1306,-26,-25,-196,4270,28.60
-3199,-1476,51,-57,-201,4215,28.61
-3263,-1570,118,-79,-190,4161,28.60
-3322,-1601,176,-90,-211,4105,28.59
-3370,-1550,225,-134,-219,4031,28.59
-3411,-1384,276,-171,-224,3998,28.60
-3457,-1189,326,-188,-229,3965,28.59
-3493,-935,371,-193,-240,3964,28.56
-3527,-625,426,-222,-238,3942,28.59
-3568,-260,483,-243,-224,3935,28.58
-3623,193,549,-204,-254,3965,28.56
-3675,541,589,-183,-283,4005,28.58
-3724,810,621,-114,-332,4031,28.58
-3783,961,650,-47,-380,4083,28.58
-3845,992,688,13,-419,4138,28.58
-3912,878,714,128,-484,4230,28.59
-3980,634,737,129,-510,4239,28.58
-4052,368,772,159,-516,4296,28.59
-4139,10,797,237,-526,4336,28.62
-4219,-389,825,235,-553,4290,28.59
-4296,-727,857,242,-568,4292,28.58
-4372,-1127,879,316,-575,4312,28.58
-4445,-1463,891,234,-609,4226,28.60
-4512,-1652,919,165,-618,4164,28.60
-4577,-1811,946,154,-628,4141,28.61
-4639,-1975,951,165,-666,4143,28.61
-4698,-2099,950,131,-715,4083,28.59
-4755,-2116,954,39,-747,4016,28.57
-4802,-2059,948,-25,-770,3931,28.57
-4833,-1907,898,-66,-792,3874,28.59
-4849,-1686,838,-102,-817,3850,28.59
-4866,-1471,764,-94,-827,3838,28.59
-4878,-1229,688,-88,-837,3789,28.59
-4886,-964,604,-103,-849,3745,28.57
-4880,-674,521,-145,-870,3681,28.58
-4868,-289,429,-187,-899,3627,28.59
-4846,137,322,-192,-913,3601,28.59
-4823,616,206,-232,-939,3567,28.59
-4795,1148,91,-275,-954,3561,28.61
-4761,1658,-44,-242,-966,3584,28.61
-4739,2143,-173,-222,-993,3609,28.62
-4724,2580,-308,-161,-1001,3608,28.59
-4698,2989,-430,-161,-1018,3601,28.60
-4684,3388,-534,-132,-1018,3631,28.59
-4660,3680,-641,-64,-1018,3664,28.58
-4635,3894,-746,-44,-1041,3682,28.59
-4617,4057,-845,-7,-1062,3734,28.60
-4593,4135,-935,25,-1074,3771,28.61
-4570,4134,-1006,71,-1082,3788,28.60
-4546,4040,-1069,75,-1086,3788,28.61
-4524,3931,-1115,52,-1108,3788,28.60
-4494,3792,-1153,42,-1112,3786,28.59
-4460,3619,-1192,24,-1126,3783,28.61
-4420,3412,-1230,44,-1127,3775,28.60
-4381,3194,-1270,31,-1178,3750,28.60
-4343,3046,-1281,-57,-1236,3729,28.59
-4318,2970,-1281,-75,-1236,3730,28.59
-4298,2900,-1270,-78,-1210,3733,28.60
-4277,2827,-1254,-85,-1226,3732,28.59
-4274,2779,-1229,-100,-1254,3745,28.59
-4263,2733,-1204,-77,-1265,3745,28.60
-4252,2656,-1182,-67,-1299,3760,28.59
-4249,2580,-1145,-45,-1312,3766,28.58
-4252,2489,-1110,-46,-1338,3766,28.61
-4268,2395,-1067,-67,-1351,3775,28.58
-4277,2299,-1023,-76,-1378,3785,28.61
-4285,2221,-974,-107,-1420,3782,28.59
-4295,2116,-933,-119,-1450,3775,28.58
-4310,2004,-906,-141,-1488,3757,28.59
-4323,1870,-887,-157,-1515,3721,28.58
-4330,1735,-870,-159,-1546,3679,28.59
-4343,1633,-832,-187,-1590,3655,28.58
-4351,1556,-795,-207,-1599,3650,28.57
-4355,1494,-767,-232,-1603,3625,28.58
-4349,1432,-758,-276,-1608,3588,28.59
-4332,1410,-764,-332,-1607,3523,28.58
-4309,1436,-782,-379,-1634,3479,28.59
-4271,1507,-808,-418,-1681,3422,28.59
-4225,1637,-847,-458,-1708,3374,28.59
-4176,1801,-893,-467,-1710,3350,28.57
-4124,1980,-943,-486,-1715,3332,28.59
-4066,2183,-996,-495,-1732,3313,28.61
-4013,2397,-1054,-488,-1718,3310,28.59
-3950,2597,-1107,-445,-1719,3346,28.58
-3875,2637,-1153,-328,-1718,3448,28.60
-3822,2577,-1167,-296,-1736,3485,28.60
-3785,2495,-1161,-287,-1751,3500,28.59
-3767,2390,-1147,-269,-1765,3530,28.58
-3748,2233,-1117,-231,-1783,3557,28.58
-3735,1980,-1071,-180,-1817,3596,28.58
-3733,1688,-1008,-176,-1830,3616,28.57
-3743,1401,-937,-180,-1839,3608,28.58
-3759,1125,-861,-195,-1861,3593,28.56
-3777,872,-776,-209,-1876,3570,28.57
-3795,650,-694,-231,-1888,3557,28.57
-3813,446,-616,-263,-1918,3525,28.59
-3828,297,-535,-284,-1935,3504,28.59
-3847,183,-463,-305,-1964,3482,28.60
-3872,69,-373,-326,-1986,3471,28.57
-3892,-16,-310,-321,-2015,3456,28.55
-3906,-105,-265,-334,-2032,3454,28.54
-3934,-188,-210,-324,-2052,3467,28.59
-3956,-255,-164,-336,-2079,3434,28.60
-3984,-316,-124,-362,-2100,3423,28.61
-4002,-435,-107,-351,-2084,3432,28.58
-4003,-557,-104,-375,-2125,3395,28.56
-4008,-660,-111,-396,-2176,3330,28.59
-3996,-729,-122,-431,-2207,3236,28.57
-3976,-760,-141,-475,-2231,3180,28.57
-3926,-726,-171,-514,-2204,3102,28.57
-3868,-633,-200,-540,-2188,3052,28.56
-3807,-480,-229,-539,-2167,3031,28.55
-3741,-274,-241,-525,-2147,3063,28.57
-3683,-34,-245,-499,-2122,3068,28.57
-3630,205,-233,-471,-2100,3099,28.59
-3585,427,-200,-420,-2112,3142,28.56
-3542,601,-169,-355,-2110,3209,28.57
-3509,707,-130,-328,-2130,3218,28.57
-3491,796,-78,-287,-2128,3243,28.59
-3467,833,-28,-254,-2127,3264,28.59
-3452,835,22,-232,-2140,3261,28.61
-3430,785,72,-201,-2147,3276,28.57
-3407,740,134,-208,-2155,3254,28.57
-3391,684,199,-192,-2160,3247,28.59
-3366,629,267,-185,-2188,3254,28.59
-3342,589,330,-200,-2211,3234,28.57
-3324,564,385,-228,-2238,3190,28.57
-3294,541,431,-241,-2266,3171,28.59
-3259,509,460,-277,-2285,3124,28.58
-3221,513,462,-316,-2302,3104,28.57
-3167,537,445,-360,-2320,3038,28.57
-3100,645,421,-405,-2325,2974,28.58
-3022,807,387,-460,-2328,2929,28.59
-2934,1012,336,-493,-2327,2885,28.58
-2829,1248,280,-518,-2333,2846,28.59
-2715,1479,204,-518,-2352,2823,28.60
-2602,1697,139,-497,-2360,2819,28.58
-2473,1848,73,-450,-2360,2838,28.57
-2353,1948,7,-415,-2368,2853,28.57
-2238,2035,-39,-407,-2375,2868,28.57
-2124,2079,-76,-374,-2373,2910,28.57
-2024,2094,-105,-342,-2376,2943,28.57
-1922,2047,-120,-315,-2402,2984,28.58
-1855,1996,-129,-279,-2421,3010,28.57
-1793,1932,-130,-259,-2451,3020,28.57
-1734,1848,-141,-243,-2465,3025,28.59
-1675,1744,-162,-250,-2492,3004,28.59
-1614,1670,-185,-343,-2521,2922,28.57
-1554,1727,-189,-450,-2539,2868,28.57
-1483,1812,-202,-527,-2555,2795,28.58
-1391,1916,-236,-591,-2576,2753,28.59
-1296,2036,-268,-610,-2575,2725,28.57
-1200,2156,-315,-640,-2577,2701,28.56
-1092,2283,-371,-658,-2583,2664,28.58
-984,2397,-417,-657,-2580,2689,28.56
-874,2464,-461,-608,-2585,2708,28.58
-777,2451,-482,-564,-2591,2747,28.56
-689,2346,-468,-506,-2584,2800,28.59
-603,2168,-437,-465,-2571,2826,28.60
-520,1947,-392,-443,-2543,2843,28.59
-423,1703,-327,-429,-2520,2861,28.61
-336,1432,-264,-411,-2507,2876,28.59
-251,1154,-189,-417,-2506,2874,28.57
-162,886,-120,-448,-2502,2834,28.58
-64,645,-69,-500,-2524,2794,28.57
42,456,-26,-542,-2570,2762,28.57
145,306,-7,-595,-2611,2755,28.58
249,188,-17,-646,-2621,2711,28.59
367,119,-37,-682,-2616,2636,28.59
498,104,-74,-736,-2624,2594,28.60
631,141,-129,-754,-2618,2575,28.58
757,192,-174,-692,-2577,2617,28.60
892,124,-187,-516,-2491,2718,28.59
1047,-177,-151,-322,-2389,2824,28.59
1213,-719,-72,-188,-2311,2917,28.59
1376,-1454,42,-80,-2270,3002,28.58
1538,-2302,194,-13,-2256,3052,28.56
1682,-3166,368,21,-2254,3076,28.58
1805,-3986,569,13,-2248,3112,28.57
1921,-4750,761,-17,-2195,3149,28.58
2028,-5387,954,-68,-2172,3127,28.58
2140,-5898,1127,-136,-2156,3072,28.58
2249,-6080,1280,-242,-2175,2990,28.59
2380,-6180,1394,-394,-2194,2879,28.60
2519,-6090,1456,-526,-2231,2784,28.58
2656,-5798,1462,-688,-2306,2682,28.56
2803,-5266,1412,-849,-2360,2592,28.58
2993,-4268,1279,-1019,-2420,2465,28.57
3153,-3250,1117,-1100,-2476,2410,28.56
3295,-2112,927,-1124,-2494,2393,28.59
3421,-935,718,-1099,-2496,2417,28.59
3540,197,495,-1035,-2510,2484,28.59
3650,1192,272,-920,-2503,2572,28.61
3758,2016,69,-769,-2484,2673,28.61
3853,2662,-113,-646,-2446,2792,28.59
3928,3125,-251,-529,-2438,2922,28.59
3967,3393,-364,-414,-2432,3083,28.60
3974,3497,-440,-344,-2404,3204,28.59
3970,3489,-500,-337,-2386,3252,28.57
3961,3459,-558,-374,-2379,3227,28.59
3959,3449,-618,-404,-2397,3184,28.58
3959,3513,-668,-446,-2422,3135,28.58
3962,3634,-738,-500,-2433,3110,28.59
3972,3803,-820,-565,-2443,3054,28.59
3998,3997,-913,-585,-2408,3028,28.59
4033,4160,-1010,-542,-2355,3090,28.60
4072,4227,-1089,-489,-2262,3154,28.58
4116,4172,-1143,-420,-2175,3252,28.57
4160,3988,-1172,-352,-2103,3326,28.59
4191,3655,-1176,-231,-2044,3448,28.58
4217,3101,-1135,-88,-2006,3571,28.58
4230,2299,-1056,72,-1948,3687,28.58
4236,1268,-946,185,-1918,3798,28.59
4226,92,-814,202,-1890,3857,28.58
4203,-1150,-677,243,-1837,3928,28.57
4177,-2377,-552,209,-1810,3902,28.58
4149,-3442,-426,109,-1822,3849,28.57
4118,-4297,-311,-27,-1818,3785,28.59
4080,-4932,-204,-139,-1812,3729,28.59
4048,-5342,-92,-244,-1776,3677,28.60
3985,-5523,47,-342,-1738,3622,28.60
3923,-5655,168,-352,-1746,3641,28.60
3883,-5710,266,-412,-1792,3589,28.59
3843,-5686,317,-496,-1820,3540,28.58
3818,-5501,347,-609,-1818,3466,28.59
3829,-5157,368,-768,-1786,3328,28.59
3873,-4566,373,-862,-1732,3234,28.61
3932,-3850,370,-944,-1703,3119,28.58
4003,-3001,366,-950,-1677,3077,28.58
4083,-2024,352,-825,-1667,3104,28.61
4139,-1411,343,-705,-1650,3173,28.59
4193,-918,338,-590,-1600,3252,28.58
4230,-509,358,-505,-1548,3364,28.57
4263,-151,381,-446,-1489,3449,28.57
4285,199,417,-378,-1434,3488,28.59
4306,537,465,-343,-1440,3468,28.60
4326,900,509,-396,-1468,3410,28.59
4351,1329,524,-447,-1488,3385,28.58
4388,1759,515,-441,-1473,3415,28.59
