gx,gy,gz,ax,ay,az,tmp
-85,81,-14,-328,-15,3947,28.92
-84,82,-14,-324,-8,3943,28.92
-92,79,-17,-333,-10,3951,28.92
-90,80,-13,-327,-4,3962,28.94
-90,79,-13,-327,-1,3950,28.92
-89,80,-12,-327,-4,3946,28.93
-81,79,-12,-326,-11,3962,28.91
-80,80,-16,-327,-7,3950,28.92
-80,80,-18,-330,-13,3957,28.94
-89,85,-16,-328,-9,3947,28.94
-86,79,-16,-329,3,3946,28.93
-89,75,-16,-327,-17,3941,28.94
-88,73,-17,-324,-9,3946,28.93
-88,78,-18,-328,-8,3941,28.92
-86,75,-12,-332,-10,3941,28.91
-89,77,-16,-324,-7,3923,28.93
-87,77,-14,-327,-8,3949,28.92
-82,78,-17,-341,-5,3938,28.91
-89,80,-15,-328,-6,3944,28.95
-90,82,-18,-326,-8,3945,28.92
-88,77,-14,-327,-12,3943,28.93
-86,75,-11,-328,-7,3950,28.92
-86,81,-10,-332,-14,3955,28.93
-85,81,-13,-345,-9,3945,28.94
-87,83,-14,-347,-14,3946,28.92
-90,84,-15,-340,-8,3948,28.92
-85,78,-13,-328,0,3958,28.93
-86,76,-13,-335,-7,3932,28.92
-86,78,-15,-329,-1,3932,28.92
-83,82,-15,-331,-7,3928,28.92
-83,77,-13,-320,-14,3937,28.92
-82,75,-14,-334,-10,3966,28.94
-87,79,-16,-326,-23,3948,28.93
-91,77,-9,-321,-16,3946,28.94
-90,77,-11,-323,-1,3941,28.91
-83,80,-11,-324,-7,3951,28.92
-84,77,-17,-342,-7,3947,28.94
-84,87,-15,-333,-5,3950,28.93
-85,80,-15,-336,-13,3954,28.94
-86,79,-15,-333,-15,3943,28.93
-86,83,-18,-321,-17,3948,28.94
-87,77,-19,-322,-11,3949,28.93
-87,79,-15,-325,-7,3945,28.94
-85,78,-13,-332,-15,3945,28.91
-87,73,-17,-328,-1,3952,28.92
-88,76,-16,-329,-4,3941,28.93
-84,80,-14,-332,1,3955,28.94
-89,81,-16,-332,-5,3954,28.95
-82,80,-14,-326,-14,3933,28.95
-84,78,-14,-325,-9,3941,28.93
-84,79,-18,-313,-9,3946,28.96
-86,79,-15,-316,-12,3952,28.93
-85,75,-14,-321,-11,3936,28.93
-85,72,-14,-331,-13,3948,28.94
-87,76,-19,-327,-8,3944,28.92
-86,84,-16,-330,-5,3952,28.95
-86,80,-14,-330,-6,3953,28.95
-82,82,-12,-331,-15,3937,28.93
-84,78,-14,-328,-15,3933,28.94
-78,75,-16,-340,-6,3947,28.92
-84,80,-18,-331,-3,3943,28.92
-85,83,-15,-321,-5,3962,28.96
-80,77,-19,-333,-6,3956,28.93
-82,77,-17,-328,-4,3958,28.93
-86,74,-21,-323,-16,3939,28.94
-84,81,-22,-321,-6,3952,28.94
-86,81,-19,-332,-8,3941,28.94
-85,80,-18,-332,-5,3938,28.94
-82,78,-20,-326,-16,3947,28.94
-85,84,-21,-331,-11,3934,28.93
-85,74,-13,-323,-2,3927,28.94
-76,75,-18,-324,-13,3937,28.96
-83,82,-20,-324,-12,3944,28.95
-83,78,-20,-331,-10,3955,28.94
-89,76,-22,-324,-13,3958,28.92
-86,82,-19,-328,-18,3952,28.94
-89,76,-16,-329,-18,3940,28.95
-88,76,-15,-331,-11,3947,28.96
-86,79,-15,-330,-4,3950,28.95
-88,80,-14,-331,-6,3954,28.94
-87,79,-11,-328,-3,3943,28.96
-82,73,-14,-331,-15,3948,28.96
-82,76,-15,-327,-14,3952,28.96
-88,80,-16,-334,-12,3950,28.94
-86,80,-15,-332,-9,3941,28.93
-91,75,-18,-330,-4,3958,28.92
-90,80,-14,-329,-7,3946,28.95
-86,74,-15,-325,-6,3934,28.95
-85,76,-17,-331,-8,3935,28.95
-83,75,-16,-331,-2,3927,28.95
-85,78,-15,-336,2,3927,28.97
-85,83,-15,-334,5,3929,28.97
-89,76,-16,-331,1,3927,28.96
-85,75,-14,-328,-2,3936,28.95
-86,72,-14,-325,-6,3931,28.94
-83,76,-11,-323,-11,3936,28.94
-80,78,-12,-330,-12,3933,28.95
-79,84,-9,-345,-17,3938,28.95
-78,84,-12,-326,-12,3948,28.95
-81,82,-18,-328,-17,3952,28.93
-84,75,-16,-323,-5,3946,28.94
-86,78,-20,-317,-11,3947,28.96
-90,78,-17,-322,-2,3944,28.94
-84,84,-14,-330,-2,3948,28.93
-82,80,-15,-326,-13,3941,28.91
-88,80,-15,-326,-12,3936,28.95
-89,79,-16,-323,-16,3943,28.93
-87,78,-19,-327,-12,3927,28.93
-83,75,-14,-329,-7,3910,28.95
-87,81,-18,-332,2,3945,28.96
-82,81,-17,-326,-1,3954,28.97
-87,73,-17,-330,-15,3955,28.94
-91,79,-17,-329,-5,3956,28.90
-83,77,-18,-329,0,3935,28.94
-84,71,-19,-321,-5,3942,28.97
-87,68,-19,-336,-4,3946,28.96
-92,81,-15,-343,-4,3953,28.94
-90,83,-13,-332,-14,3943,28.94
-88,77,-12,-328,-5,3964,28.96
-92,76,-10,-330,-6,3953,28.94
-89,79,-12,-329,-7,3939,28.94
-84,83,-14,-327,-5,3930,28.96
-86,78,-17,-328,-13,3937,28.96
-86,81,-16,-326,-13,3942,28.94
-81,83,-16,-337,-12,3948,28.95
-86,78,-16,-327,-11,3950,28.94
-82,72,-18,-327,-16,3936,28.95
-82,78,-14,-328,-11,3937,28.94
-84,78,-17,-323,-16,3938,28.94
-81,81,-17,-326,-12,3951,28.96
-86,82,-21,-334,-16,3955,28.95
-76,76,-14,-333,-16,3953,28.94
-79,77,-18,-334,-16,3949,28.96
-81,80,-16,-336,-4,3955,28.94
-85,77,-16,-337,-10,3958,28.93
-80,79,-14,-335,-19,3956,28.94
-84,79,-14,-336,-8,3945,28.94
-87,76,-17,-325,-10,3937,28.96
-83,72,-16,-324,-4,3950,28.95
-85,78,-17,-329,3,3957,28.95
-88,75,-17,-324,-4,3938,28.97
-86,75,-19,-323,-6,3943,28.98
-79,75,-20,-320,-10,3942,28.97
-80,78,-15,-322,-17,3927,28.97
-85,73,-16,-322,-13,3929,28.94
-83,78,-19,-327,-11,3934,28.95
-89,77,-15,-334,-4,3943,28.94
-87,78,-15,-339,-11,3939,28.96
-86,78,-13,-345,-7,3951,28.98
-87,76,-15,-336,-3,3960,28.96
-85,77,-10,-330,-1,3955,28.98
-86,74,-14,-329,0,3952,28.95
-87,77,-20,-320,5,3946,28.97
-85,78,-12,-323,-12,3941,28.97
-85,78,-14,-327,-5,3931,28.97
-84,81,-19,-325,-10,3939,28.96
-88,78,-17,-330,-4,3954,28.93
-82,79,-13,-319,2,3958,28.94
-86,80,-13,-324,-4,3952,28.96
-84,86,-16,-333,-14,3961,28.95
-81,78,-13,-321,-15,3954,28.96
-81,79,-10,-335,-18,3951,28.96
-81,84,-19,-335,-12,3942,28.98
-83,80,-13,-317,-7,3947,28.97
-80,78,-13,-324,-17,3957,28.97
-82,82,-13,-320,-15,3953,28.97
-82,82,-16,-327,-1,3944,28.98
-83,76,-18,-322,-5,3925,28.97
-80,75,-16,-324,-10,3940,28.98
-81,75,-17,-314,-7,3931,28.97
-85,79,-11,-314,-15,3949,28.99
-79,80,-17,-315,-2,3968,28.97
-82,82,-14,-315,-10,3955,28.94
-83,74,-17,-328,-14,3922,28.95
-84,78,-14,-331,-15,3945,28.97
-85,73,-11,-333,-7,3952,28.95
-83,75,-15,-322,-18,3951,28.99
-79,74,-16,-324,-12,3931,28.98
-78,73,-19,-338,-1,3955,28.97
-87,77,-15,-327,-2,3957,28.97
-89,80,-11,-330,-7,3942,28.97
-90,77,-14,-325,-10,3940,28.96
-85,74,-17,-327,-9,3948,28.97
-86,78,-22,-336,-3,3944,28.98
-81,74,-15,-329,-3,3932,28.97
-81,81,-20,-326,-10,3950,28.97
-81,83,-16,-320,-11,3944,28.99
-84,82,-15,-324,-14,3930,28.98
-85,80,-10,-315,-22,3951,28.97
-82,84,-15,-321,-6,3942,28.97
-84,77,-12,-333,-3,3956,28.97
-88,74,-12,-326,-5,3950,28.99
-83,77,-15,-325,-8,3946,28.98
-85,82,-13,-337,-9,3951,28.99
-86,78,-18,-327,-8,3955,28.99
-82,80,-18,-325,-13,3954,28.99
-85,74,-18,-330,-14,3939,28.99
-85,74,-14,-326,-15,3922,28.98
-85,76,-12,-326,-15,3941,28.99
-87,81,-12,-321,-7,3941,28.97
-85,75,-16,-328,-8,3935,28.95
-82,77,-19,-332,-9,3945,28.98
-85,75,-18,-336,-6,3955,28.94
-86,81,-20,-333,-17,3952,28.96
-88,77,-17,-328,-10,3940,28.97
-86,77,-13,-328,4,3954,28.97
-84,78,-15,-339,-9,3966,28.99
-86,82,-17,-331,-8,3949,29.01
-85,82,-16,-324,-9,3937,28.99
-85,79,-11,-325,-7,3934,28.98
-85,78,-14,-332,-5,3946,28.97
-82,78,-16,-326,4,3947,28.96
-85,83,-13,-335,-3,3948,28.97
-83,76,-12,-343,-1,3950,28.97
-82,74,-13,-341,-8,3953,28.98
-88,79,-16,-339,-11,3953,28.97
-86,84,-17,-336,-5,3953,28.96
-86,77,-17,-331,-13,3944,28.95
-87,72,-15,-323,-7,3943,28.97
-82,84,-15,-330,-7,3939,28.96
-81,86,-20,-335,-7,3937,28.98
-81,81,-13,-333,4,3945,28.98
-86,82,-16,-338,-3,3932,29.00
-88,77,-18,-323,0,3934,28.98
-82,81,-11,-334,-7,3945,28.98
-85,77,-18,-325,-9,3946,28.97
-87,73,-14,-320,-13,3950,28.96
-81,80,-13,-333,-15,3948,28.97
-84,78,-11,-335,-10,3938,28.98
-86,78,-15,-326,-14,3947,28.97
-84,86,-15,-338,-2,3948,28.97
-89,82,-17,-333,-7,3939,28.95
-90,81,-15,-336,-9,3945,28.97
-86,87,-17,-339,-10,3952,28.95
-88,85,-16,-330,-2,3961,28.97
-85,82,-19,-328,-11,3950,28.97
-88,78,-14,-330,-10,3952,28.96
-90,82,-13,-329,-17,3931,28.98
-89,82,-11,-323,-8,3920,28.96
-90,79,-12,-319,-3,3941,28.96
-84,81,-14,-315,0,3937,28.95
-87,80,-12,-329,2,3955,28.96
-81,78,-15,-322,-5,3962,28.97
-80,85,-17,-329,-14,3960,28.98
-81,75,-12,-330,-15,3957,28.97
-81,73,-15,-331,-16,3944,28.97
-84,74,-14,-320,-9,3943,28.96
-83,84,-16,-335,-10,3931,28.98
-86,80,-13,-337,-14,3938,28.98
-87,77,-17,-330,-32,3950,28.97
-86,81,-15,-324,-20,3947,28.96
-92,79,-7,-334,-13,3946,28.97
-90,83,-15,-332,-6,3943,28.98
-85,82,-15,-321,-11,3937,28.98
-85,77,-13,-325,-8,3936,28.97
-79,74,-15,-320,-14,3938,28.97
-82,78,-14,-331,-13,3946,28.97
-82,74,-12,-329,-7,3952,28.97
-88,79,-12,-325,-12,3948,28.98
-82,80,-13,-328,-7,3941,28.99
-83,81,-17,-323,-5,3946,28.98
-85,83,-18,-317,-3,3949,28.97
-83,76,-19,-322,-10,3942,28.97
-78,72,-17,-319,-16,3952,28.97
-79,79,-18,-325,-14,3943,28.98
-84,82,-18,-320,-3,3937,29.01
-83,84,-19,-328,-6,3942,28.98
-84,80,-16,-330,-14,3922,28.99
-88,79,-13,-328,-13,3934,28.99
-80,77,-13,-326,-17,3951,28.97
-81,80,-13,-327,-9,3939,28.97
-90,78,-19,-328,-20,3932,28.97
-82,80,-12,-332,-18,3939,29.00
-82,80,-13,-330,-20,3938,28.98
-88,82,-13,-326,-25,3934,28.99
-88,79,-12,-319,-9,3946,28.98
-86,76,-15,-310,-7,3946,28.98
-86,75,-17,-327,-15,3936,28.96
-84,73,-18,-312,-14,3935,28.97
-85,77,-12,-321,-15,3931,28.99
-84,79,-17,-315,-18,3940,28.98
-86,82,-14,-319,-4,3942,28.99
-84,82,-16,-332,-2,3946,28.99
-87,76,-16,-330,-6,3941,28.97
-85,82,-14,-338,-8,3943,28.97
-79,88,-17,-326,-5,3953,28.98
-80,78,-18,-335,-2,3947,29.00
-83,80,-16,-334,-4,3950,28.99
-84,80,-14,-340,-15,3965,28.98
-82,82,-14,-322,-7,3941,28.99
-83,84,-14,-330,-14,3939,28.98
-85,82,-15,-325,-14,3948,28.99
-85,84,-16,-339,-8,3955,29.00
-82,76,-14,-325,-8,3954,28.98
-89,79,-18,-314,-17,3948,28.99
-88,80,-17,-324,-13,3959,28.98
-85,87,-16,-321,-13,3950,28.97
-90,77,-14,-322,-7,3944,28.97
-86,75,-14,-314,1,3954,28.97
-88,76,-16,-316,-3,3938,28.97
-91,75,-20,-326,1,3956,28.97
-86,77,-19,-331,-7,3949,28.98
-87,79,-16,-330,-13,3956,28.99
-83,78,-16,-327,-17,3957,28.97
-82,82,-15,-320,-16,3959,28.97
-83,80,-15,-322,-24,3957,28.99
-82,80,-14,-331,-19,3937,28.99
-85,77,-19,-329,-19,3942,28.99
-87,78,-13,-327,-12,3929,28.98
-87,78,-12,-330,-5,3943,28.99
-88,74,-12,-318,-7,3933,28.99
-91,75,-15,-322,-10,3942,28.98
-85,80,-17,-326,-12,3944,28.99
-87,77,-15,-327,-10,3940,28.99
-89,77,-18,-339,-18,3950,29.00
-81,81,-16,-333,-10,3955,29.00
-82,76,-17,-338,-1,3949,29.01
-86,79,-15,-337,-18,3948,28.99
-83,80,-16,-327,-6,3939,28.98
-84,80,-14,-333,-12,3931,28.97
-86,74,-13,-324,-16,3937,28.96
-83,71,-18,-325,-6,3948,28.97
-83,83,-15,-328,-6,3943,29.00
-80,76,-13,-326,-7,3945,29.01
-90,76,-15,-334,-15,3954,29.00
-86,77,-10,-330,-12,3938,28.99
-87,72,-16,-322,-1,3956,28.99
-86,78,-17,-323,-7,3943,28.98
-87,82,-17,-331,-10,3938,28.98
-93,77,-15,-326,-8,3937,28.99
-94,77,-15,-329,-12,3939,28.97
-91,76,-18,-326,-6,3931,28.97
-80,81,-12,-340,-14,3938,28.97
-85,82,-11,-325,-13,3943,28.99
-87,79,-14,-334,-9,3928,28.99
-85,82,-17,-332,-19,3942,28.99
-80,86,-14,-320,-13,3951,28.97
-81,87,-9,-323,-24,3935,28.97
-78,82,-15,-325,-20,3937,28.97
-85,79,-17,-321,-10,3948,28.98
-84,81,-16,-324,-10,3944,28.98
-86,77,-13,-319,-6,3941,28.97
-82,78,-11,-327,-9,3950,28.98
-80,83,-19,-325,-9,3945,29.01
-79,86,-16,-340,-9,3933,29.00
-82,81,-11,-327,-11,3936,28.98
-84,84,-13,-326,-5,3949,28.98
-80,77,-11,-326,-13,3972,29.00
-82,83,-15,-325,-7,3947,29.00
-80,82,-15,-324,-5,3939,28.99
-85,72,-16,-320,-9,3943,29.00
-85,74,-14,-325,-12,3938,29.02
-89,78,-12,-325,-5,3944,28.99
-85,83,-17,-326,-11,3952,28.99
-80,83,-12,-323,-13,3954,29.01
-83,88,-18,-320,-9,3951,28.99
-84,87,-19,-314,-5,3953,29.01
-85,82,-10,-337,-8,3961,29.00
-85,81,-11,-339,-10,3958,28.98
-89,78,-17,-343,-8,3940,29.00
-85,78,-21,-332,-2,3937,29.01
-83,71,-16,-329,-9,3940,28.97
-87,74,-13,-337,-15,3936,28.99
-83,72,-13,-330,-14,3948,28.98
-84,74,-18,-325,-14,3955,28.99
-85,79,-13,-320,-11,3956,29.03
-81,78,-13,-335,-9,3947,29.02
-81,81,-12,-330,-5,3929,29.02
-84,84,-14,-337,-7,3940,28.99
-82,78,-17,-324,-12,3940,29.00
-90,79,-20,-325,-2,3941,29.01
-90,81,-15,-335,-6,3937,29.02
-87,77,-16,-330,-6,3938,29.01
-88,82,-14,-336,-7,3958,29.00
-87,76,-14,-315,-8,3952,29.00
-83,77,-17,-330,-1,3949,29.02
-82,79,-16,-334,-6,3925,29.02
-83,86,-13,-324,-22,3941,28.99
-84,81,-12,-321,-13,3938,29.02
-87,80,-14,-332,-8,3932,29.00
-85,83,-15,-327,-16,3937,28.99
-87,81,-15,-316,-13,3939,28.99
-87,77,-14,-324,-24,3935,28.98
-85,78,-12,-332,-13,3964,28.98
-88,80,-16,-328,-19,3962,29.00
-88,81,-16,-331,-14,3963,29.00
-86,76,-14,-331,-12,3944,29.00
-88,72,-16,-315,-16,3946,29.00
-85,72,-14,-321,-3,3946,28.99
-85,77,-14,-326,3,3951,29.01
-87,81,-18,-327,-13,3938,29.00
-90,84,-19,-316,-11,3951,28.99
-82,80,-19,-332,1,3946,29.01
-83,84,-21,-335,-2,3929,28.99
-82,84,-16,-329,-8,3941,28.97
-85,80,-16,-333,-5,3947,28.99
-84,79,-16,-327,-2,3940,29.01
-84,80,-21,-328,-16,3954,29.01
-89,75,-18,-324,-10,3947,28.99
-85,82,-20,-322,-13,3938,28.99
-82,78,-22,-331,-5,3926,29.02
-91,81,-18,-325,-9,3924,29.02
-87,78,-13,-328,-8,3939,29.01
-90,76,-18,-328,-4,3953,29.01
-91,77,-18,-328,-5,3943,28.99
-92,78,-19,-331,-14,3949,29.01
-89,79,-17,-323,-7,3969,29.01
-89,80,-13,-324,2,3942,28.98
-83,80,-16,-331,-3,3954,29.00
-84,79,-13,-332,-5,3949,29.02
-85,81,-15,-323,-8,3955,29.00
-86,81,-17,-326,-5,3937,29.01
-91,83,-13,-323,-13,3943,28.99
-86,81,-13,-326,-13,3962,29.01
-83,81,-15,-326,-8,3953,28.99
-82,85,-13,-329,-13,3950,28.99
-82,77,-12,-338,-10,3938,29.02
-84,81,-17,-329,-17,3945,29.00
-83,78,-19,-324,-4,3940,28.99
-87,75,-16,-332,-17,3961,28.98
-82,74,-14,-335,-17,3962,29.00
-84,75,-15,-325,-10,3946,29.00
-82,78,-20,-325,-11,3943,29.01
-90,77,-21,-321,-12,3943,29.02
-84,72,-17,-324,1,3928,29.03
-85,79,-17,-327,1,3922,29.01
-83,73,-12,-331,-3,3929,28.99
-84,78,-17,-327,3,3939,29.01
-82,74,-12,-325,-8,3950,29.01
-80,79,-12,-323,-16,3932,28.99
-85,76,-14,-329,-9,3940,29.01
-84,77,-15,-319,-11,3948,29.01
-83,80,-18,-327,-20,3941,29.01
-86,81,-22,-319,-18,3942,29.03
-86,79,-16,-326,-23,3938,29.02
-82,76,-14,-327,-24,3944,29.01
-86,80,-15,-333,-14,3936,29.00
-90,78,-13,-335,-9,3941,29.02
-86,81,-16,-335,-15,3957,29.01
-86,83,-18,-332,-15,3958,29.01
-89,79,-16,-332,-8,3945,29.02
-89,81,-19,-333,-9,3934,28.99
-83,80,-16,-330,-2,3944,28.99
-78,78,-13,-337,-13,3950,29.00
-81,77,-16,-327,-7,3937,28.99
-84,83,-20,-326,-1,3958,29.00
-83,76,-19,-313,-13,3942,29.00
-86,78,-15,-321,-12,3938,28.99
-86,75,-14,-325,2,3945,29.00
-90,82,-17,-329,-2,3927,29.03
-88,77,-19,-326,-7,3940,29.02
-87,79,-16,-332,-12,3933,29.02
-84,84,-10,-340,-2,3936,29.02
-87,77,-13,-340,-3,3934,29.00
-92,76,-16,-336,-2,3928,28.98
-88,82,-15,-325,-11,3938,28.98
-86,80,-16,-325,-12,3946,28.97
-88,83,-15,-337,-21,3954,29.01
-89,74,-18,-328,-16,3937,28.99
-82,80,-19,-328,-11,3948,29.00
-87,77,-15,-329,-5,3954,28.99
-86,84,-12,-331,-3,3962,29.00
-87,80,-15,-323,-7,3956,29.03
-86,83,-17,-328,-6,3934,29.02
-92,84,-17,-332,-16,3950,29.02
-84,79,-17,-328,-16,3944,29.02
-87,82,-14,-327,-6,3950,28.99
-83,86,-15,-333,-9,3952,29.00
-85,85,-14,-335,-24,3933,29.02
-86,81,-21,-338,-14,3942,29.03
-85,78,-19,-337,-3,3941,28.99
-82,78,-17,-321,-2,3939,29.01
-82,78,-13,-321,-11,3936,29.01
-89,83,-11,-331,-8,3948,29.01
-86,80,-14,-336,-5,3952,28.97
-80,75,-14,-335,2,3937,29.02
-81,73,-15,-335,5,3942,29.03
-80,72,-17,-338,-1,3932,29.00
-82,79,-17,-335,-12,3947,28.98
-85,79,-14,-338,-8,3952,28.99
-81,78,-12,-323,-5,3949,28.99
-84,81,-14,-331,-5,3926,29.00
-86,82,-18,-330,-17,3935,29.02
-86,78,-17,-329,-3,3944,29.01
-84,80,-16,-326,3,3945,29.02
-79,77,-17,-320,-6,3943,29.01
-84,72,-20,-325,-5,3946,28.99
-90,73,-13,-326,-11,3931,29.03
-85,75,-5,-321,-15,3940,29.03
-85,78,-9,-327,-4,3937,29.02
-88,82,-11,-342,8,3941,29.00
-89,81,-20,-335,1,3933,29.01
-88,79,-19,-337,-1,3944,28.99
-85,81,-18,-340,6,3951,29.01
-87,78,-22,-337,2,3943,29.01
-84,81,-22,-337,-1,3943,29.00
-88,79,-18,-331,-7,3954,29.00
-88,81,-14,-327,-10,3952,29.01
-88,75,-15,-325,-7,3940,29.01
-89,74,-16,-325,-6,3923,29.00
-84,71,-15,-325,-11,3929,29.00
-85,74,-10,-328,-19,3931,28.99
-86,74,-20,-322,-21,3935,29.01
-83,75,-18,-325,-17,3942,29.02
-87,72,-16,-329,-11,3937,29.02
-86,78,-13,-322,-8,3936,29.00
-84,82,-15,-324,-15,3945,28.99
-90,75,-17,-332,-12,3941,29.02
-83,76,-14,-330,-14,3932,29.00
-89,74,-13,-329,-16,3931,28.99
-85,76,-14,-324,0,3950,29.02
-87,75,-17,-324,-9,3944,29.03
-88,77,-13,-334,-20,3938,29.04
-85,79,-18,-328,-7,3928,29.01
-82,76,-18,-324,-6,3934,29.02
-83,77,-18,-324,-10,3938,29.00
-85,79,-16,-324,-17,3932,29.02
-82,83,-19,-322,-8,3942,29.02
-84,78,-18,-331,-10,3940,29.01
-84,79,-13,-330,-16,3934,29.02
-82,83,-12,-326,-10,3931,29.02
-80,84,-10,-319,-9,3930,29.01
-90,76,-13,-322,-14,3951,29.01
-84,81,-17,-324,-12,3947,29.02
-85,76,-18,-325,-14,3953,29.03
-89,78,-19,-328,-15,3931,29.02
-82,72,-13,-328,-17,3938,29.02
-85,76,-17,-329,-8,3927,29.04
-85,78,-13,-318,-7,3943,29.03
-87,78,-13,-328,-3,3943,29.03
-89,73,-13,-333,-12,3935,29.02
-90,73,-17,-328,-17,3943,29.02
-88,77,-12,-325,-9,3940,29.02
-87,81,-17,-338,-19,3936,29.04
-80,78,-14,-326,-20,3941,29.04
-85,73,-16,-321,-6,3954,29.02
-85,74,-14,-318,-1,3935,29.01
-85,85,-15,-323,-4,3944,29.02
-85,82,-18,-319,-6,3956,29.02
-87,80,-11,-324,-8,3953,29.02
-85,78,-15,-326,-3,3938,29.00
-80,77,-13,-329,-2,3951,29.00
-85,72,-13,-333,-9,3926,29.01
-87,73,-14,-336,-14,3936,28.99
-89,76,-13,-332,-3,3939,29.02
-87,77,-15,-333,-6,3967,29.02
-88,85,-14,-323,-15,3942,29.05
-86,79,-13,-325,-1,3935,29.01
-86,80,-14,-327,-3,3926,29.01
-85,77,-14,-323,-7,3929,29.02
-87,81,-15,-335,-14,3934,29.01
-81,73,-19,-334,-2,3936,29.00
-81,79,-18,-337,-13,3940,29.00
-80,83,-14,-338,-10,3942,29.00
-85,81,-21,-338,-16,3923,29.00
-83,76,-16,-332,-16,3934,29.01
-81,76,-17,-329,-19,3929,29.02
-78,78,-17,-327,-21,3941,29.00
-85,79,-15,-333,-7,3946,29.00
-81,73,-17,-334,2,3927,29.02
-85,76,-17,-333,-9,3938,29.03
-86,84,-12,-336,-8,3933,29.02
-86,80,-12,-330,-22,3928,29.03
-85,78,-12,-324,-11,3929,29.05
-90,76,-19,-326,-6,3929,29.05
-86,71,-22,-326,-5,3954,29.02
-82,77,-19,-338,-9,3952,29.00
-81,77,-14,-328,-4,3938,29.02
-81,82,-20,-325,1,3945,29.01
-77,82,-15,-331,-14,3939,29.01
-78,82,-16,-333,-11,3952,29.02
-81,83,-12,-326,-8,3957,29.05
-85,82,-11,-322,1,3953,29.03
-82,81,-12,-329,-7,3936,29.02
-84,73,-12,-334,-14,3957,29.04
-82,77,-14,-326,-17,3962,29.04
-79,78,-14,-329,-13,3952,29.03
-84,78,-15,-334,-6,3939,29.02
-82,78,-17,-335,-13,3959,29.03
-83,85,-15,-328,-8,3966,29.05
-82,77,-18,-317,1,3974,29.02
-87,76,-15,-317,-12,3947,29.02
-87,81,-12,-322,-12,3951,29.02
-85,78,-15,-320,-8,3938,29.03
-84,78,-17,-319,-11,3954,29.01
-86,82,-19,-321,-7,3955,28.98
-82,80,-17,-316,-13,3939,28.99
-86,77,-12,-323,-12,3947,29.02
-84,79,-14,-326,-8,3940,29.02
-82,78,-11,-334,-7,3937,29.03
-86,78,-12,-329,-23,3936,29.02
-83,82,-9,-325,-17,3942,29.02
-84,77,-14,-323,-10,3939,29.02
-80,74,-16,-325,-11,3950,29.01
-80,82,-16,-327,-14,3944,29.02
-84,74,-16,-331,-7,3935,29.01
-88,74,-16,-331,0,3934,29.03
-83,73,-15,-330,9,3939,29.04
-88,79,-17,-330,3,3938,29.03
-92,78,-17,-324,-5,3949,29.04
-86,78,-19,-320,-5,3953,29.03
-88,79,-18,-329,-5,3937,29.01
-82,80,-13,-323,-2,3963,29.04
-78,79,-13,-320,-14,3954,29.03
-82,78,-14,-329,-15,3949,29.05
-87,78,-15,-334,-30,3945,29.04
-84,80,-16,-332,-14,3943,29.03
-86,81,-15,-325,-9,3948,29.03
-83,80,-16,-339,-7,3945,29.04
-90,79,-14,-333,1,3948,29.04
-86,76,-14,-326,-2,3952,29.03
-85,79,-14,-322,-7,3947,29.03
-83,78,-13,-324,-8,3960,29.05
-88,74,-18,-325,-8,3955,29.04
-88,80,-16,-323,-11,3950,29.04
-86,83,-14,-322,-12,3950,29.05
-83,77,-18,-326,-13,3939,29.06
-82,76,-14,-333,-4,3944,29.07
-86,80,-19,-323,-8,3929,29.07
-87,75,-15,-324,-13,3923,29.06
-81,81,-15,-334,-7,3932,29.03
-87,84,-18,-327,-15,3948,29.04
-83,79,-21,-333,-12,3949,29.02
-80,84,-16,-332,-10,3949,29.01
-86,76,-16,-329,-13,3937,29.03
-93,71,-19,-328,-9,3935,29.04
-91,77,-16,-322,-9,3940,29.02
-80,79,-16,-326,-11,3947,29.04
-81,80,-11,-327,-7,3953,29.04
-81,81,-14,-321,-9,3933,29.04
-82,83,-13,-321,-14,3946,29.04
-88,86,-15,-328,-13,3945,29.01
-85,80,-12,-319,-7,3945,29.01
-86,85,-15,-331,-5,3932,29.04
-85,81,-15,-329,-5,3943,29.02
-84,72,-17,-336,-8,3956,29.00
-89,70,-18,-329,-3,3952,29.03
-87,78,-15,-326,-14,3941,29.02
-87,78,-10,-334,-13,3945,29.02
-85,77,-14,-342,-15,3964,29.04
-93,83,-18,-324,-15,3951,29.04
-86,81,-18,-329,-15,3954,29.02
-83,77,-19,-323,-10,3937,29.03
-83,80,-19,-320,-8,3954,29.02
-83,81,-17,-323,-8,3931,29.02
-78,79,-18,-331,-17,3957,29.03
-85,77,-17,-313,-13,3941,29.03
-83,84,-21,-317,-9,3946,29.03
-84,83,-20,-318,-5,3939,29.02
-82,77,-15,-329,-9,3942,29.03
-88,76,-14,-329,-2,3947,29.00
-87,79,-19,-332,-7,3940,29.01
-85,77,-15,-341,-18,3946,29.04
-88,74,-18,-340,-13,3932,29.05
-86,75,-13,-327,-4,3934,29.05
-88,82,-16,-330,-10,3946,29.02
-81,81,-16,-323,-10,3950,29.04
-87,80,-15,-323,-5,3953,29.04
-84,77,-14,-337,0,3962,29.03
-87,79,-17,-328,-3,3942,29.03
-85,78,-12,-327,-13,3939,29.05
-83,71,-13,-334,-8,3941,29.05
-84,76,-15,-329,3,3959,29.02
-86,82,-12,-319,-12,3946,29.03
-87,85,-16,-325,-8,3957,29.05
-89,80,-17,-330,-8,3942,29.04
-88,79,-16,-334,-8,3947,29.06
